"inipop","PrQExt","minNmd","minNmlo","minMmup"
26425,0.0498,1265.47025008977,319.417376715481,2499.10398609218
26420,0.0537,1264.87455700959,312.187770948838,2499.01338959398
26415,0.0502,1319.76170064754,322.374245582484,2500.67191072615
26410,0.0516,1293.74040813901,319.880267088022,2501.08879213227
26405,0.0505,1289.36767129101,322.690127452079,2486.2090281689
26400,0.0528,1278.8562704094,316.033039311102,2472.09566776862
26395,0.0522,1262.89791920373,322.157825542502,2489.30295409571
26390,0.0521,1274.20101088702,317.138720410225,2480.67715012233
26385,0.0554,1254.44548951323,318.045532639391,2488.94789215249
26380,0.0522,1256.43572169964,319.765363689559,2467.13599190792
26375,0.0499,1272.47255636748,319.877292930722,2481.42672626869
26370,0.0509,1271.25333570096,321.084824594835,2485.45574037781
26365,0.0527,1275.47618515313,315.15145905263,2481.8729282848
26360,0.0509,1272.61691876088,314.835571242222,2484.77863723124
26355,0.0532,1283.10112584216,319.67348810692,2476.84877737056
26350,0.0549,1253.58350357052,316.265574152268,2480.09199927151
26345,0.0535,1272.0170518425,316.837822586157,2477.30561717127
26340,0.0524,1273.94458298821,326.195774248033,2474.32385106074
26335,0.0536,1268.5738170429,316.187624797943,2484.75818688841
26330,0.0533,1261.96369708065,314.107597942447,2481.74946825516
26325,0.0531,1261.19198319173,319.367006314942,2469.61275041807
26320,0.0554,1263.69122484185,312.121966657746,2488.6368560219
26315,0.0519,1262.80541962535,318.401006179932,2466.31979182329
26310,0.0567,1273.2160476376,312.515210959681,2483.13384639683
26305,0.0569,1263.56428875807,312.258933020049,2481.60772582421
26300,0.0503,1264.57877284148,315.836357846256,2495.26817459222
26295,0.0526,1266.47433265068,314.056763869782,2474.47718471849
26290,0.0553,1262.37212796029,314.751989700078,2488.49295044658
26285,0.0503,1267.1330397579,315.342520782183,2460.60953692545
26280,0.0492,1267.70860185376,327.620035365692,2470.41338519396
26275,0.0516,1260.38641973289,323.579636801524,2465.78081913129
26270,0.0501,1268.07149802929,324.53775761315,2471.73543525332
26265,0.0562,1239.74028478299,315.701886478818,2469.5378713682
26260,0.051,1268.90563341439,313.446836241024,2488.21365676586
26255,0.0492,1274.682420105,320.483597915552,2477.70496781738
26250,0.0559,1260.95112486205,310.209753985043,2476.93257625543
26245,0.0528,1264.67525482215,316.242024242271,2483.84708184582
26240,0.0548,1255.08361198963,314.410499749252,2467.40539785998
26235,0.0553,1274.37640583768,310.619692896862,2469.31563393636
26230,0.0533,1257.0630728706,319.234599805785,2478.25776298512
26225,0.0548,1259.80314619644,316.827929967536,2478.74962113969
26220,0.0526,1278.57543781466,312.751583021041,2479.15579232805
26215,0.054,1254.27169189801,310.28964242528,2461.37637092406
26210,0.0512,1271.29838902795,316.956922802569,2491.70484724208
26205,0.0559,1255.44890821539,308.764843491661,2473.04102173576
26200,0.0526,1263.13955725499,318.11698805275,2460.9334881126
26195,0.0507,1264.39759809447,316.79709185526,2478.78510236009
26190,0.0565,1246.3285898794,315.626262674737,2466.9045760975
26185,0.0549,1254.66415698156,315.193229686406,2481.73640949097
26180,0.053,1261.20319110893,315.630880154966,2463.75186952785
26175,0.0547,1270.52948864618,310.636913740802,2468.49276461042
26170,0.0552,1257.23950787036,307.718800796024,2466.04421046347
26165,0.059,1261.35949295658,310.935491750282,2464.17803725409
26160,0.0544,1252.52510536159,313.681789361398,2459.69643224234
26155,0.0527,1267.60416535885,321.536199431369,2470.23985805349
26150,0.0536,1243.76509249757,315.230568117565,2465.61057000671
26145,0.0541,1261.6726962651,316.24144770801,2439.18514397193
26140,0.0553,1254.30770857442,312.908398172666,2468.32301808427
26135,0.0511,1270.68532696071,324.223726151361,2469.45233659594
26130,0.0596,1266.51094201834,309.063226356127,2468.61238817351
26125,0.0536,1246.15311093441,318.032088281818,2467.02859702018
26120,0.0507,1249.9699548637,316.792099089187,2455.97455950593
26115,0.0578,1239.92016087905,311.734988252035,2469.49951427347
26110,0.0558,1251.89464874818,312.764815988951,2467.03941758856
26105,0.0545,1248.83274115416,315.219315051044,2465.28139146675
26100,0.052,1247.81058128293,319.319273331857,2459.97101085064
26095,0.0547,1245.02107314225,310.898007853099,2450.25658275501
26090,0.0536,1257.25177903359,312.226594155745,2470.60228354651
26085,0.0535,1248.3184515936,315.009017461364,2456.98737512937
26080,0.051,1267.10455187902,320.535833718753,2466.10709366527
26075,0.054,1267.25086896918,315.166217801138,2450.23299061913
26070,0.0534,1240.36202788335,313.267740363029,2455.40905149442
26065,0.0556,1248.31314304887,313.426851162805,2460.51027405265
26060,0.0518,1272.07703282658,315.233827033297,2461.45081135605
26055,0.0551,1267.10717749009,309.789655507068,2468.40572116839
26050,0.0526,1260.71877756577,321.049467549978,2465.74431074814
26045,0.0543,1248.60839249809,310.779608920972,2453.71479050233
26040,0.0597,1245.32416582464,312.07399680381,2455.81775021227
26035,0.0536,1268.24280395541,314.705511010104,2458.26528340138
26030,0.0523,1264.13064172828,316.096635054682,2450.67424064834
26025,0.0522,1255.32556508895,314.257513269426,2461.72548466609
26020,0.0551,1262.56957431886,313.370067898058,2460.70536655735
26015,0.0509,1253.33703964761,325.077834204551,2454.05149902239
26010,0.0536,1252.29152575617,317.054000134071,2449.50644699602
26005,0.0523,1255.64982082238,314.028128868275,2457.61156291239
26000,0.0517,1250.63729596309,311.458787221781,2462.05417405483
25995,0.052,1253.15608926611,310.842551887251,2436.71642995667
25990,0.0533,1259.88444823856,317.645596617035,2459.85709207376
25985,0.0533,1266.24118018634,316.622528591198,2455.34040717637
25980,0.0509,1258.78815148432,322.235052616702,2445.89248177555
25975,0.0546,1245.91241708297,310.611046332794,2460.38326637813
25970,0.0548,1258.17608243017,310.387952750486,2459.62968152953
25965,0.0567,1244.37056398244,317.011672741917,2463.06062983047
25960,0.0553,1250.92547606938,311.663854645853,2451.56722854404
25955,0.0521,1249.42686127324,318.560081364957,2457.43344172029
25950,0.0539,1254.66955858421,309.205566283294,2436.09005223378
25945,0.0569,1237.96472866459,309.714849929835,2459.25400570466
25940,0.0507,1265.25460137685,313.700102794326,2458.37391740509
25935,0.0561,1257.45727173769,311.311481037183,2437.03261013263
25930,0.0547,1246.73177075694,316.609636973896,2438.01511205591
25925,0.0579,1250.95842510666,310.986099779463,2440.700268191
25920,0.0583,1235.49685603278,308.592586592936,2435.6636938631
25915,0.0542,1258.46232739952,314.25799359412,2436.38906704552
25910,0.0551,1241.47636011755,309.608688732065,2436.25323305854
25905,0.054,1241.47273578573,313.781765326971,2433.29504591586
25900,0.0538,1268.81072073405,307.45882398526,2433.51304776504
25895,0.0501,1261.95988342228,315.345866770248,2441.31304509263
25890,0.0572,1234.19045070637,309.669236594782,2455.10232454608
25885,0.0599,1255.27054744119,304.610803023763,2438.52642518375
25880,0.0557,1240.04226333942,310.789328302841,2431.54090132672
25875,0.0569,1252.68376148229,309.583170078048,2442.79278382145
25870,0.0493,1254.60648032864,315.328677133906,2422.87192682492
25865,0.0561,1241.03117887467,311.304842147106,2438.26851956601
25860,0.0559,1241.20586046851,311.580087299884,2440.65128557451
25855,0.0585,1243.92519224729,304.845626917908,2437.20531500524
25850,0.0571,1239.21122626202,313.570954027141,2436.53085229366
25845,0.0557,1238.28036492721,317.038179841763,2428.71900414688
25840,0.057,1239.3737570312,306.324476691051,2424.61408479683
25835,0.0548,1240.76671826168,312.977804640712,2436.00906948433
25830,0.0575,1245.98228681042,309.856721285384,2437.29752652915
25825,0.0552,1242.81469558252,313.093797406608,2432.83745047944
25820,0.0575,1249.32804112905,307.28288374827,2434.54676933346
25815,0.0554,1249.43756156774,309.862463371176,2440.76969335499
25810,0.0571,1245.4279931289,305.392011464865,2430.68758574183
25805,0.0534,1237.18547874568,310.070142755265,2421.69495314629
25800,0.0552,1231.54563921511,303.70927118233,2424.06157321136
25795,0.0561,1236.17612500546,310.939114949542,2427.61995230323
25790,0.0561,1243.51837254255,306.76386894548,2426.35500530782
25785,0.0536,1253.58356297002,312.254555388019,2431.69850218093
25780,0.0552,1242.05816479287,313.099033633514,2432.76690309962
25775,0.0546,1228.2211226214,309.342663107406,2433.0454158062
25770,0.0527,1256.62340541072,312.814305979175,2436.13724937005
25765,0.054,1234.46545416373,310.813890569768,2422.3444893721
25760,0.0566,1236.80707387704,313.181948768044,2424.64648670266
25755,0.0548,1242.74730542428,315.686746921316,2427.65149089501
25750,0.0617,1231.23137702627,302.101154345897,2431.41987057205
25745,0.0543,1247.17370870766,313.294252884181,2435.52488388003
25740,0.0563,1231.55708985724,306.664666870774,2425.74441905723
25735,0.0544,1247.83559479072,312.388641087183,2430.14587216912
25730,0.0551,1247.85920675584,315.64383065257,2399.18522467565
25725,0.0531,1254.47033153856,313.505101827603,2429.5157908761
25720,0.0553,1220.48890595793,305.511682040742,2424.04167290832
25715,0.0549,1238.82751504291,307.413639899582,2436.39141244794
25710,0.0576,1232.8825216059,301.933797231549,2414.56746603307
25705,0.0553,1235.23168666129,310.070930016424,2430.90724785927
25700,0.057,1242.83758248915,308.528704242421,2427.57055187105
25695,0.0559,1244.11094896533,309.48048223537,2429.40079685906
25690,0.058,1246.3627556503,305.802149031001,2419.95994151609
25685,0.055,1240.73951213057,311.894758814803,2429.24410067091
25680,0.0575,1246.69728928307,306.300586749923,2407.90432772261
25675,0.058,1233.09259141634,308.369968367075,2404.56241841029
25670,0.0547,1237.28797248479,309.25396994456,2424.77650150224
25665,0.0614,1238.83113116951,300.778566734609,2411.31002539337
25660,0.0565,1244.37455461718,312.546056102775,2427.04949439406
25655,0.0605,1233.81827257563,312.289402478394,2406.31160542268
25650,0.0569,1248.21409157535,306.805438142484,2415.33511750683
25645,0.0575,1231.03503359429,308.694766726268,2427.07589100004
25640,0.0567,1219.80803148793,308.896113713977,2418.36385443571
25635,0.0539,1234.26439197086,306.263006790224,2417.99844144363
25630,0.0573,1231.26820529642,306.61392615228,2414.89849981797
25625,0.0541,1256.7194613072,311.133765700795,2422.44929195957
25620,0.0615,1226.19335014681,303.283688091685,2415.1863544585
25615,0.06,1232.43508910651,303.150625147949,2417.46008226012
25610,0.0542,1233.47363447984,315.128479049177,2395.845549403
25605,0.0605,1229.28418579598,311.779348190277,2413.37670029394
25600,0.0581,1232.67483910531,310.230169876969,2412.62218292773
25595,0.0546,1234.57119243527,312.999487231024,2404.45263650549
25590,0.0582,1222.89001831379,308.049470041585,2401.52250914194
25585,0.0547,1229.10980212477,319.798657659165,2404.16732926193
25580,0.0611,1231.58204331957,307.707558160575,2418.43172249037
25575,0.059,1229.56051296253,305.777890049917,2426.03689871913
25570,0.061,1220.67995585462,302.800188948552,2419.08270085853
25565,0.0587,1228.11459383076,308.02899021437,2417.90362488246
25560,0.0593,1219.87011623792,306.727578063395,2390.69198816165
25555,0.055,1248.3536680004,307.127025371763,2411.60218715576
25550,0.0543,1231.12303013021,311.543380687196,2420.14004323081
25545,0.0581,1224.5585291507,308.194586830124,2405.53032992468
25540,0.0602,1235.3344923398,311.701126016868,2386.89095385859
25535,0.0579,1250.89134279773,306.687604158248,2398.47521243482
25530,0.0582,1239.48877246585,304.331320866411,2396.71169106193
25525,0.0584,1224.89169686287,311.279543250859,2399.79394104362
25520,0.0592,1229.06726699868,309.656999398195,2413.66158430839
25515,0.061,1230.24488832515,304.070932364159,2400.35913743121
25510,0.0637,1215.91354220385,298.851821007202,2400.22714229183
25505,0.0594,1218.38572377964,303.063908803893,2419.04877004722
25500,0.0598,1214.22629593616,304.877977878564,2397.37063874766
25495,0.0594,1221.40189748351,309.812499845215,2404.99217679744
25490,0.0597,1214.98030409338,313.517792325924,2393.67645305962
25485,0.0626,1225.50039335241,306.230392842689,2402.69728171776
25480,0.0579,1214.46460065645,303.679465781433,2400.03307075767
25475,0.0598,1229.2843860836,303.897771401327,2417.05000509966
25470,0.0577,1225.89674838806,308.564430099526,2401.98968472753
25465,0.0594,1229.11613972503,309.924586711934,2414.15387292694
25460,0.0628,1255.18084246413,300.370231794744,2403.58086155531
25455,0.0602,1232.80716868705,307.93388852744,2401.15916960088
25450,0.0618,1202.16371787583,300.167467007202,2384.4397892659
25445,0.0624,1208.01804144096,306.946565789883,2386.25470568115
25440,0.0616,1215.72000862688,302.140760157932,2397.96733886203
25435,0.0555,1242.85277614896,318.014090446411,2402.11343981767
25430,0.0593,1222.58027593115,302.960465684373,2403.87551217472
25425,0.0648,1219.80991483805,301.280676326409,2390.58098307074
25420,0.0571,1217.8003245184,309.934006723281,2386.20145423456
25415,0.0594,1212.77918468164,308.540377000351,2396.3621105357
25410,0.0606,1221.81381683828,300.680369156366,2390.32064070009
25405,0.0582,1224.7277910334,307.91253065839,2394.50906191029
25400,0.0604,1220.70619383274,308.345369050604,2402.16110733427
25395,0.0596,1232.55585741346,305.126155958255,2388.51769681802
25390,0.0591,1227.54087431303,306.826927010006,2391.08982606557
25385,0.0581,1230.56901139818,307.98849263254,2402.25850595998
25380,0.0591,1223.59236183932,308.549496659548,2393.23070034574
25375,0.0618,1244.49907679516,305.602894255065,2378.28733688445
25370,0.0591,1216.70300647627,304.51542981185,2387.28511241468
25365,0.057,1221.81603757136,314.319435364284,2384.37148671439
25360,0.0602,1222.4827754211,305.350808458179,2387.81102386223
25355,0.0619,1215.07022978301,302.719387118934,2391.94633173167
25350,0.0558,1212.98655987315,304.862058497223,2388.97377582957
25345,0.0603,1219.49149008534,303.60889510196,2391.64002359594
25340,0.0612,1222.689456111,301.326146671167,2379.76775139774
25335,0.058,1217.08467147246,305.401387121508,2391.2134237906
25330,0.063,1219.84276301397,302.846511314978,2391.06153440703
25325,0.0595,1209.0635060697,306.910995018214,2395.4655404247
25320,0.0586,1227.25966152698,303.289910823663,2372.85427108172
25315,0.0587,1223.83310300998,302.150521116883,2403.15793836027
25310,0.0593,1230.35949302787,310.131546875909,2384.74902258764
25305,0.0592,1220.41153994765,307.759973014845,2388.85886201052
25300,0.0634,1216.47549962414,299.141213237978,2393.23263049733
25295,0.0575,1211.98088236299,309.443028359075,2381.83265671273
25290,0.0531,1219.99230644877,309.559349184883,2390.79682659446
25285,0.0608,1206.09479471126,297.76001224031,2387.92616891152
25280,0.0586,1236.28411750685,307.598228751864,2387.79159553852
25275,0.0589,1241.78626204212,305.343002219652,2384.03440818115
25270,0.0624,1212.69483462362,303.738546098629,2382.28848220866
25265,0.057,1228.3090895708,306.241875225448,2386.5951352629
25260,0.0637,1233.05473944694,299.664336735918,2386.12426795042
25255,0.0595,1235.17986959594,310.335807949212,2390.62252530511
25250,0.0587,1212.84784424005,306.137047186173,2380.69048247878
25245,0.0602,1211.21214043539,302.026847354324,2382.4960515168
25240,0.0614,1205.51959888591,301.785804049406,2377.27697324308
25235,0.0648,1204.44996880332,295.216092733328,2373.54241198639
25230,0.0577,1216.21943492514,307.373763598266,2382.93873776107
25225,0.06,1226.44943317248,299.188108050835,2364.05764868989
25220,0.0586,1204.64164194103,306.076413608745,2371.37794733988
25215,0.06,1205.86575584726,296.113294554499,2381.23724035441
25210,0.0594,1212.00820543582,303.412817898253,2373.57106056667
25205,0.0619,1210.70176073332,301.824858243091,2369.5792234359
25200,0.0618,1214.57090996439,299.809946266728,2372.54530466161
25195,0.058,1217.44803228558,308.727356637164,2366.27410955904
25190,0.0604,1215.82422008721,300.319770989099,2372.47735563993
25185,0.0625,1209.71057489972,298.372419327671,2369.30034853273
25180,0.062,1199.20300956896,309.399253568783,2388.82269158205
25175,0.0622,1216.96512484786,300.532148488229,2373.03844179181
25170,0.0657,1213.07584285562,296.791034812521,2373.63678155358
25165,0.0614,1205.17743626126,302.994653938,2381.26339795342
25160,0.0594,1218.39227309628,307.872204119003,2371.05198410684
25155,0.0632,1207.62649494595,299.398540960468,2356.99225758899
25150,0.0615,1206.14561453913,298.493338966568,2360.36939331543
25145,0.0642,1197.53924595606,302.168192976053,2368.27694749794
25140,0.0637,1211.26423339086,305.780718215456,2374.23660949635
25135,0.0603,1204.56452913117,307.054739014116,2368.36292170289
25130,0.0573,1221.89095770649,305.95344031341,2363.6808419093
25125,0.0626,1212.42161539003,304.361042460327,2375.07621620064
25120,0.0638,1194.1054661489,305.37587148433,2360.59552229126
25115,0.0636,1214.36564468884,305.238140853204,2369.24209066425
25110,0.0624,1206.42652126752,304.091052408193,2351.7958535705
25105,0.0624,1214.88430805699,299.651906702386,2361.99694510863
25100,0.0628,1211.63047968167,304.972632298828,2369.44914775388
25095,0.0626,1215.54123416473,305.960150702987,2377.72127536732
25090,0.0665,1196.20113463767,305.472688019038,2354.92502943006
25085,0.0643,1205.62641254702,304.994069822438,2369.49847374226
25080,0.0649,1204.82136182247,298.056400087907,2354.98348329276
25075,0.0573,1226.66839074638,303.169391525534,2369.95771475513
25070,0.0612,1202.24303113842,304.868923643398,2355.08726130076
25065,0.0615,1199.76477733305,303.618355210001,2362.88569348462
25060,0.0603,1227.70782670542,306.509530478396,2358.41860701619
25055,0.0605,1230.19936544015,300.427612471132,2356.13825247416
25050,0.0623,1203.6177302377,302.271631006532,2357.45666706757
25045,0.0664,1214.56253401778,302.665114089658,2358.59241128057
25040,0.0649,1202.97076316013,305.020904751127,2359.11540376284
25035,0.0628,1199.10845697917,299.073104508451,2348.82464551026
25030,0.0638,1199.55865817582,297.819612715057,2365.26125454527
25025,0.0642,1214.94694865099,300.987726861599,2373.13018313486
25020,0.0593,1222.85336434327,297.284609429402,2356.82724505947
25015,0.0642,1201.0724470236,300.657726761919,2347.79302167672
25010,0.0627,1208.47475515998,305.09728266784,2359.39205423105
25005,0.0678,1198.01439475907,296.677001947037,2353.74885078246
25000,0.0618,1202.46840250417,299.157863957561,2353.02870457098
24995,0.057,1198.59209360121,303.372258879834,2356.86582530347
24990,0.061,1206.25280098824,303.140043100939,2363.98343304921
24985,0.0694,1196.0924809478,293.731425997859,2350.49128713843
24980,0.0676,1210.3785540033,299.373171452117,2349.68770928638
24975,0.0648,1202.26635267917,294.692432165675,2357.22232774562
24970,0.0654,1210.13386918835,299.231773439805,2354.37841330254
24965,0.0619,1208.72238372977,298.800604389506,2358.91369281658
24960,0.0668,1186.26243894883,304.518800662591,2347.31625192472
24955,0.0618,1204.04303235914,300.681631400257,2357.58349253772
24950,0.0668,1201.60592707093,295.4482555414,2351.841879915
24945,0.0636,1192.58235685032,298.167279114104,2346.1770595197
24940,0.0607,1202.02858497383,303.173371763673,2358.29658543736
24935,0.0629,1206.20760447955,301.499943702636,2336.25769172557
24930,0.0695,1191.50360232351,294.295399964895,2362.38933942528
24925,0.0593,1211.46206492305,299.994334615562,2367.19351564356
24920,0.0615,1203.18693102902,297.917476916933,2340.2462403162
24915,0.065,1191.51587699705,296.304392222233,2348.90421469939
24910,0.064,1207.56341348403,301.992894083917,2347.48216335203
24905,0.0643,1190.71234387169,300.741350827615,2352.60701778067
24900,0.0658,1190.06451382777,301.320697006136,2346.72790502049
24895,0.0623,1202.71172150043,303.943946366207,2351.51129696575
24890,0.0624,1208.58157578297,304.241994160951,2345.4904300355
24885,0.0637,1190.11626077011,301.156270709701,2343.99712201915
24880,0.0663,1195.37747857262,294.52703593301,2349.78994534608
24875,0.065,1195.45193579767,299.336899944155,2349.61153240069
24870,0.0642,1190.84884304049,300.594375418322,2348.4592729492
24865,0.0641,1205.57193219826,299.527306064178,2339.59955842973
24860,0.063,1195.99288470478,306.991409136514,2344.39447983068
24855,0.0644,1200.96595881366,303.430567937345,2345.75082834683
24850,0.0663,1212.84453180192,297.467165690079,2334.25147484522
24845,0.0693,1195.46840280099,298.682196848026,2338.41634417637
24840,0.0645,1209.6973761222,305.206174630958,2339.52627654682
24835,0.0644,1206.25003670985,298.86722425546,2345.95074240544
24830,0.0644,1191.22361846356,293.637412626409,2333.44501603912
24825,0.0655,1187.79350975122,297.512037715862,2332.42866217177
24820,0.0693,1192.59830705078,298.519646645874,2333.93850796038
24815,0.069,1182.58836424078,294.270426638418,2333.71049025633
24810,0.0651,1203.47446039753,297.55314270009,2335.7278738653
24805,0.0674,1184.74720039728,303.06050807888,2349.47270600719
24800,0.0666,1192.29980334394,296.910717264802,2335.33665884339
24795,0.0628,1194.6305910899,300.072666367744,2345.87141809637
24790,0.0655,1176.19532592495,292.245177337564,2334.70580776295
24785,0.0612,1192.97326670724,301.046475269225,2329.07157177412
24780,0.0661,1185.58031094089,294.945938164193,2346.69257747786
24775,0.0645,1183.41005772911,299.463743175823,2325.67556229098
24770,0.0659,1192.79737718706,291.330454060237,2322.33671465977
24765,0.0639,1195.50507182209,302.739733150789,2330.63202993897
24760,0.0676,1181.85462604238,297.688603033412,2342.92820882095
24755,0.0622,1187.86230974357,305.577947090361,2346.077132018
24750,0.0616,1202.43033229825,308.960333600212,2357.68520459289
24745,0.0684,1197.13111942697,296.529545334968,2336.68885788792
24740,0.0649,1196.6321178801,295.541214785412,2340.69942574608
24735,0.0671,1182.49710038726,295.926868007151,2327.5462777888
24730,0.0689,1200.40415561158,294.917798457216,2336.32899392647
24725,0.0652,1192.71521188956,297.24251957831,2317.62623492263
24720,0.0678,1195.9931543554,294.148186738689,2322.20400511194
24715,0.0646,1186.67395741672,291.740864926413,2317.73539003102
24710,0.0661,1191.93652462939,298.106640865162,2330.42546288989
24705,0.0649,1199.01435105739,300.136588779866,2336.36247577881
24700,0.0653,1185.82751470566,303.81432564367,2341.68720277053
24695,0.0655,1185.74264924392,296.964018320344,2327.68200123031
24690,0.0641,1187.81996390189,301.979740213938,2327.23353261448
24685,0.0622,1173.92391259036,303.902924703629,2312.93718013323
24680,0.0658,1196.00602481012,292.770759112358,2321.92282330868
24675,0.0663,1182.67334674726,296.309509471442,2332.42884346978
24670,0.0659,1200.73548428439,301.518690674548,2329.16030039214
24665,0.0686,1195.4543398305,293.47745302096,2324.31011280734
24660,0.0658,1177.52531661553,301.109117408553,2323.17899373967
24655,0.0701,1183.88275433986,289.459504322628,2326.90227210094
24650,0.0641,1172.32881143767,295.063850503635,2310.66059216393
24645,0.0684,1190.07877213378,296.994563568414,2332.11362535139
24640,0.0675,1171.24716789936,299.731744040815,2310.01245942765
24635,0.0632,1199.7995844863,297.000638469962,2338.91598595421
24630,0.0662,1188.37726017276,301.040469241863,2337.94016086341
24625,0.0701,1190.82896735106,301.796605224692,2326.02385006739
24620,0.069,1182.70674821174,297.090628512345,2321.33360820497
24615,0.07,1183.77887224147,294.687518282455,2329.6057831205
24610,0.0653,1173.69762154888,299.267818503329,2332.02397396787
24605,0.0644,1185.81927131125,302.187938599048,2307.32149630607
24600,0.0671,1193.70268728494,297.128005332983,2325.60794737317
24595,0.0712,1182.36542194008,286.724295654803,2320.63023525902
24590,0.0648,1178.0840897268,298.444044210211,2302.67370164755
24585,0.0662,1185.28713673617,296.211206548715,2313.55183306038
24580,0.0721,1187.09216018992,289.564140343512,2324.12486501533
24575,0.0646,1185.97478497455,306.78803979894,2330.85335551625
24570,0.068,1203.12985426029,295.269685695053,2327.28381777003
24565,0.0646,1185.59207697611,297.610152784334,2304.78609286635
24560,0.064,1195.57897106112,297.536975297527,2318.66875874463
24555,0.071,1189.28877607169,296.020798149842,2313.53138856194
24550,0.0696,1181.50722215908,297.687060882104,2314.00845618683
24545,0.0661,1170.30508373894,298.802858820201,2322.20726062007
24540,0.0659,1192.45582258231,299.625183279332,2307.22206235538
24535,0.0684,1174.50517537769,292.336733868308,2307.6240374469
24530,0.0681,1199.8748230832,292.290762436075,2312.12215227657
24525,0.0654,1183.14636124089,292.48508925668,2321.21172527619
24520,0.0638,1178.44047853922,298.933943659863,2310.15849380242
24515,0.0713,1181.6755610468,295.776593121378,2306.597282347
24510,0.0684,1167.14676960928,295.009890921289,2312.92699553173
24505,0.0713,1183.93149469361,289.366986069735,2304.77092186159
24500,0.0681,1196.59612808393,300.503921275744,2297.84194281675
24495,0.0696,1188.75284050344,297.008926853002,2308.40160930259
24490,0.072,1171.38604675485,294.352733846124,2312.21431618211
24485,0.0727,1179.06541592233,291.236808228466,2297.48524969228
24480,0.0674,1175.4833335371,297.294965287938,2308.13521629096
24475,0.0708,1195.06970812111,295.293555241326,2302.56898110074
24470,0.0649,1191.89384699129,297.263679171868,2311.90745746437
24465,0.0724,1168.7607328539,293.880043393116,2304.24485841963
24460,0.0714,1196.79501707337,292.245739655783,2305.45205022836
24455,0.0665,1187.19341127641,297.579757676561,2311.51284596154
24450,0.0729,1164.25928085509,291.129914835157,2310.27958896455
24445,0.0704,1169.62232809309,289.767016905115,2303.17330287692
24440,0.0668,1167.06204919714,302.286055283391,2301.26677222923
24435,0.0731,1185.54784123494,289.247875343296,2301.48163213166
24430,0.0706,1160.39107007799,293.641072736285,2289.09841726738
24425,0.0659,1177.67293781984,296.369081383611,2299.2146203515
24420,0.0701,1185.35276844394,297.785892677632,2299.60346242031
24415,0.0712,1175.4727042599,293.180194412614,2299.42466489799
24410,0.0749,1163.62854947561,286.969343952842,2292.94513867513
24405,0.0696,1185.90508508059,287.701105453854,2286.70157270109
24400,0.0755,1178.55283318971,290.077730169128,2313.40852927026
24395,0.0694,1167.72741710467,293.382727816411,2306.49174576474
24390,0.0682,1171.52032815709,296.755139342841,2285.52582505549
24385,0.0723,1177.87200687768,295.379068827328,2299.5320588245
24380,0.073,1180.55201165745,290.472231638672,2295.17684643183
24375,0.072,1181.94525827061,288.833978323585,2296.66761188216
24370,0.0702,1171.77977473003,291.199541553822,2292.45576025445
24365,0.0713,1167.57337518025,295.207065981956,2292.70458022918
24360,0.0752,1150.99074159692,290.323143041446,2294.59189692407
24355,0.0699,1174.8056091333,300.404934901887,2304.41912209361
24350,0.0787,1166.94147687462,285.958714561605,2293.09285321595
24345,0.0765,1163.77833908288,289.775290126085,2292.06289551756
24340,0.0711,1185.71748857155,291.85691841361,2285.9380819118
24335,0.0727,1163.69584911415,291.827008477638,2297.04188584424
24330,0.0691,1174.56082513504,290.999645297947,2290.01007897478
24325,0.075,1174.05440219191,286.851939942097,2287.92814454703
24320,0.0686,1176.43750862729,299.00505969754,2297.0580667793
24315,0.0713,1179.352657066,287.919946694811,2294.54485355624
24310,0.0733,1170.54633994893,294.118559235593,2289.31333472233
24305,0.0693,1168.80572539778,292.506439020294,2295.2338361906
24300,0.0715,1176.1309859482,287.704575878554,2284.39244712829
24295,0.0769,1161.91171100559,287.034405823282,2284.01807946263
24290,0.0728,1178.759677959,292.77485044902,2294.25386625732
24285,0.0703,1183.09661595759,290.250616901651,2293.18952041555
24280,0.0735,1165.37441406175,288.686950888924,2294.32791927441
24275,0.0724,1166.42194909351,295.536318282734,2277.2493968657
24270,0.0701,1179.75099270014,293.964032448369,2276.97753666548
24265,0.0732,1159.93456964806,292.085580292765,2285.03989116453
24260,0.078,1157.34946178653,292.282994222802,2261.80537285249
24255,0.0712,1177.08351821271,289.480543427997,2306.25516090907
24250,0.0731,1168.81197559854,288.379455208472,2297.5336383903
24245,0.0729,1179.29411315009,288.984606788783,2289.36415265227
24240,0.0752,1166.00441368509,290.2079555137,2281.75429631876
24235,0.0684,1178.10650547168,297.922716561996,2274.06420093452
24230,0.0751,1181.79737283686,286.078081889609,2288.40323869791
24225,0.0735,1169.443386911,293.443601210402,2286.96350302123
24220,0.0747,1154.91567442645,290.234636197888,2266.76872431806
24215,0.0698,1176.5473484864,297.049745615737,2286.68542206199
24210,0.0727,1169.09329831136,290.725538118971,2276.98893708533
24205,0.0741,1169.22744860892,292.186285150591,2284.54862099502
24200,0.0704,1167.88206730155,286.651646343106,2274.95381840908
24195,0.0716,1163.66466318865,290.298749756819,2270.5013775381
24190,0.0766,1170.84494947791,291.363837437252,2283.09605395554
24185,0.071,1164.5549397189,298.012554716362,2280.98765610622
24180,0.0755,1155.30789438841,289.36433255798,2262.97696304705
24175,0.0789,1159.54439809913,285.879285836284,2261.9044581062
24170,0.0706,1172.76148053986,289.805412962363,2279.21681928493
