"inipop","PrQExt","minNmd","minNmlo","minMmup"
29200,0.0448,1393.64776721186,349.789437447254,2759.58663093539
29195,0.0425,1403.91483242409,353.418877441978,2762.02141920858
29190,0.0453,1418.14132749116,348.989769789014,2753.62047185549
29185,0.0412,1424.89911796226,357.756946870723,2761.83626611721
29180,0.0491,1389.31354492142,344.906974757879,2747.77261987514
29175,0.0465,1396.88770668482,349.545380581613,2751.59921743985
29170,0.0462,1387.24904364608,353.725460524141,2739.22934165471
29165,0.0465,1398.81619834913,347.009706965537,2755.49805875193
29160,0.0464,1404.63598579596,347.127064233346,2733.5294431043
29155,0.046,1385.09661161049,345.320127614315,2746.61837876568
29150,0.0449,1404.5729690462,352.893656218913,2753.23232393233
29145,0.0441,1420.47889971419,347.633990720607,2745.74424591584
29140,0.0405,1417.23984472763,356.163969581754,2733.84384110805
29135,0.0473,1421.16243810515,343.694252227715,2748.22962655747
29130,0.0491,1401.63046995129,345.440076893911,2730.35583936176
29125,0.047,1399.75405259636,345.313873629341,2733.47237193528
29120,0.0469,1404.02668637477,346.981118659821,2740.42558964463
29115,0.0462,1400.26029373179,346.979613207831,2747.13904251204
29110,0.0455,1407.43310918764,350.668538681926,2744.22372391867
29105,0.0455,1394.04304700792,346.412010320591,2730.47414256832
29100,0.047,1386.35357055553,346.162552477092,2743.49119567111
29095,0.0413,1416.85145534983,351.670705527432,2748.41102979078
29090,0.0474,1389.82564145364,354.957770309427,2737.61140696871
29085,0.046,1414.75212286922,351.797565221749,2719.7700137004
29080,0.0434,1394.57512232267,354.781662854573,2743.48489105188
29075,0.0409,1399.86011549626,359.985971618331,2738.7177584783
29070,0.0468,1386.93170289919,345.16411333114,2742.0732974578
29065,0.0416,1412.65650181771,354.46448559164,2741.29118592577
29060,0.0463,1390.67361928864,350.23266313752,2734.65062346668
29055,0.0509,1381.27960438493,342.458900064669,2734.06283350032
29050,0.0411,1419.3962179788,355.180935800667,2738.0592266657
29045,0.045,1388.65000672163,351.71951420298,2742.23865001825
29040,0.0463,1395.98161217472,346.214809926357,2738.48591820838
29035,0.0473,1409.12992209989,345.562660743596,2731.43310191013
29030,0.0455,1399.93662375135,349.750934143544,2737.88512249123
29025,0.0445,1389.72253899185,352.057123029609,2736.67398255976
29020,0.0443,1385.41484224197,355.206940671621,2732.510253349
29015,0.0444,1388.79778272628,349.351924807372,2729.4229966345
29010,0.048,1383.23222792604,345.659389028293,2729.85811408776
29005,0.047,1402.2827858009,343.056605999233,2737.56320447348
29000,0.0437,1401.7770247108,347.776684034223,2732.07894351803
28995,0.0457,1400.6500020271,346.550402991102,2728.93025224478
28990,0.0392,1392.35402635578,355.146440266612,2710.06814075068
28985,0.0443,1401.83735677274,348.660416583681,2722.24278289536
28980,0.0451,1420.19052981372,347.669876814525,2734.14992880348
28975,0.0481,1388.65123120666,341.400390460707,2748.47143511628
28970,0.0456,1397.90221615002,343.71642368357,2724.89676854692
28965,0.0444,1395.45873756815,349.238266053619,2714.0592997504
28960,0.0481,1389.00048752666,348.962738357025,2719.904576591
28955,0.045,1379.04813002442,352.49875588574,2728.86242519068
28950,0.0425,1402.78584841253,349.015712203097,2718.07021347374
28945,0.043,1405.2573730075,355.246182855096,2733.63088362022
28940,0.0476,1403.41641755631,349.510270469499,2715.77023312089
28935,0.0455,1384.8435931432,355.874352582564,2726.50282853803
28930,0.0428,1405.68295171229,357.766517504621,2731.1486060465
28925,0.0436,1411.86569481839,351.947195079682,2715.78959822019
28920,0.0476,1409.78070962806,346.948864266176,2722.00525508236
28915,0.0462,1403.66344795229,343.025542934258,2721.97283693926
28910,0.0477,1400.74309188699,342.035665703945,2740.83027273393
28905,0.0467,1388.0810813901,347.453944951188,2729.83520535299
28900,0.0459,1397.09188804321,344.405817069293,2724.46200364105
28895,0.0436,1377.64678156526,351.806389029807,2729.23546391898
28890,0.0452,1385.77794969623,347.359508239925,2714.77576577525
28885,0.0443,1393.06320084676,345.345499774551,2722.78736932078
28880,0.0451,1400.25623132871,348.31320970655,2738.22114927398
28875,0.0447,1375.71447332434,348.846665848141,2712.79889101201
28870,0.0468,1395.66480922809,342.940704205031,2722.63074584463
28865,0.0452,1394.10652599869,348.352930003446,2724.56821611918
28860,0.0483,1390.73931542865,343.139957783231,2703.595773415
28855,0.0436,1389.05088092194,350.555586022723,2716.09386064398
28850,0.045,1381.48765073157,343.737599179007,2703.3423514468
28845,0.0482,1384.93133432978,343.084296132943,2716.6350313963
28840,0.0482,1386.22833550722,341.525951632581,2721.93184132879
28835,0.0438,1396.45346313559,351.752934136275,2722.39471014141
28830,0.0432,1385.7428180005,347.848327713145,2727.00237645512
28825,0.0459,1400.13488978947,344.748156313448,2711.48901797712
28820,0.0444,1393.1339523159,347.169077192958,2704.77432320246
28815,0.0465,1367.65619587002,343.175932396327,2710.85891555353
28810,0.0427,1400.31464642117,353.33350234931,2717.88323462316
28805,0.0452,1381.9272250329,352.854217600095,2710.48884780777
28800,0.0475,1401.61549757285,344.896506700145,2717.30000410249
28795,0.0453,1374.09060865835,346.232011264763,2718.24383715844
28790,0.0457,1386.65718011025,347.457965965477,2714.51459949363
28785,0.0457,1370.91573490126,346.108766523167,2725.11652491765
28780,0.0463,1376.45836866583,345.502955193563,2724.86696605436
28775,0.0423,1373.83386131005,355.878734820644,2699.16364183903
28770,0.0449,1385.81107678935,343.959763062216,2720.14194034873
28765,0.0433,1388.04932556892,351.79499116819,2705.64013953345
28760,0.0489,1376.84263279427,342.056669807308,2711.01142209646
28755,0.0435,1383.06858317547,352.063196179124,2703.37817710767
28750,0.0444,1389.17328916324,350.13249779373,2705.8328766886
28745,0.0459,1379.25083463637,346.058162657331,2723.5009492612
28740,0.0464,1389.22520136987,343.833145531842,2709.51034380054
28735,0.0472,1375.41174376286,345.732861821304,2708.18393697059
28730,0.0474,1384.67362712633,343.887195856128,2723.79234212008
28725,0.0469,1372.43331429483,345.991697054039,2698.03253251031
28720,0.045,1384.82575380706,352.859973193755,2713.00141888972
28715,0.0472,1368.74117606629,342.027620503352,2705.8585672056
28710,0.0451,1380.9914386126,348.81522309604,2704.03190729005
28705,0.0427,1381.65404421598,351.978730920282,2704.13729772129
28700,0.0459,1377.15137497667,343.061687731148,2690.80246222269
28695,0.0442,1384.51611938344,343.633711102488,2712.98304928806
28690,0.0456,1376.26030597877,342.594199369695,2700.43656026415
28685,0.0469,1364.12485253301,343.679506070509,2712.14851400818
28680,0.0436,1386.0624382403,353.929911883406,2716.61599025345
28675,0.045,1383.51401005099,350.509061029217,2706.99786441284
28670,0.0461,1387.65789027628,349.429873674268,2685.6982738222
28665,0.0433,1376.09350051787,345.147907255886,2684.29379391705
28660,0.0445,1379.03596572722,342.437873741819,2680.79263817401
28655,0.0483,1379.8260904384,340.210444934861,2712.43317116025
28650,0.045,1384.12366788326,340.918797165821,2702.58214566089
28645,0.0476,1382.94710217014,344.106060072113,2684.72304793068
28640,0.0482,1379.89709034665,337.702086405356,2684.96119155894
28635,0.0464,1385.08164767618,345.381215234427,2698.48606767823
28630,0.0432,1388.51155536925,350.520290350296,2686.7790777281
28625,0.0441,1369.82845735063,349.048834815711,2712.62813166171
28620,0.0433,1385.04677924708,340.825585661321,2699.25746291524
28615,0.0459,1367.45766251032,340.555510278357,2689.00466997553
28610,0.0462,1381.41851755163,337.783214903333,2695.73157389536
28605,0.0443,1368.417000954,344.655652720364,2709.24734294078
28600,0.0481,1373.4411328343,334.62310739755,2697.26553578263
28595,0.0443,1384.26734063824,345.992425708606,2685.14998529281
28590,0.0434,1373.26461468053,350.840454755334,2697.6243189664
28585,0.0447,1376.4113619318,345.795848238003,2703.38228367545
28580,0.0461,1370.60540728874,349.626786718451,2694.34557943553
28575,0.0447,1372.18185928083,347.977289773937,2697.44735521844
28570,0.0474,1373.50799248683,341.567266094655,2678.68275606416
28565,0.0492,1380.93000699146,339.993787768318,2693.63057448825
28560,0.044,1403.09602400165,349.184594448208,2694.43095908405
28555,0.0441,1391.01220654709,346.784853332815,2716.73281825092
28550,0.0433,1389.42771667441,344.305913748102,2687.63553277957
28545,0.0454,1370.96334803835,340.756319558435,2692.37910094746
28540,0.0487,1382.27963943961,340.226352421756,2695.79132683169
28535,0.0453,1395.64078298462,344.283493276423,2689.22931827424
28530,0.0475,1381.21414744516,343.074801761307,2692.59775159569
28525,0.0473,1364.57956496208,340.444733532197,2690.67606672725
28520,0.047,1344.4000397781,340.135722320682,2677.9889521286
28515,0.0458,1370.63998406429,338.063870784921,2679.60812321534
28510,0.0467,1380.54433220969,343.320256136865,2690.54915600291
28505,0.0444,1379.48183253795,343.412509568329,2683.49291916242
28500,0.0445,1371.66754916912,343.737164214873,2676.85130149366
28495,0.0476,1369.17165235955,336.412197359373,2679.51026045229
28490,0.0457,1371.20781336405,339.776863777292,2674.50966486628
28485,0.0502,1357.75056802045,338.522530444489,2686.186465045
28480,0.0452,1373.86233189318,343.240340296037,2693.07556447247
28475,0.0483,1365.96924579399,336.357671520005,2682.5648444465
28470,0.0467,1376.55457487266,343.077751057494,2705.42551218013
28465,0.045,1358.80515250607,346.378827464825,2675.36556540858
28460,0.0454,1363.11976120171,345.536510818333,2687.60740752924
28455,0.0522,1381.12791796347,331.644286081573,2693.36486711722
28450,0.0467,1383.40803908378,338.704013487241,2700.22873978556
28445,0.0447,1364.72539973624,345.27184074707,2668.76417295458
28440,0.0457,1378.76492992127,336.682585327576,2676.36159850571
28435,0.044,1364.60361654694,342.346526569225,2680.38307451543
28430,0.0437,1382.95180199894,342.720780169439,2682.52820705469
28425,0.041,1370.55658595499,349.631994492891,2677.49434528412
28420,0.0454,1377.36381637577,339.519970207937,2694.48694142229
28415,0.0442,1359.57250819166,347.037219295313,2677.49589837044
28410,0.0462,1378.4710630185,339.936913486973,2683.78633670909
28405,0.0454,1351.63276724567,338.167148108438,2655.21794989754
28400,0.0445,1368.00354542131,349.027430004033,2668.67657301324
28395,0.0464,1361.08446473415,343.064581386208,2665.01118305046
28390,0.0482,1355.02899749483,337.072861032429,2681.37063445832
28385,0.0467,1357.36191642915,337.370118645279,2674.06726269435
28380,0.0474,1358.94330386584,330.251854274083,2675.02634501626
28375,0.0438,1376.07734967931,342.840936825221,2678.50584747525
28370,0.0452,1367.44364307453,342.840136006756,2676.59635834057
28365,0.0477,1367.91105125379,340.682895416555,2669.79191878996
28360,0.0459,1361.61488645837,339.696754452809,2691.73859432009
28355,0.0456,1362.97989887568,344.809539027594,2668.92400189831
28350,0.0452,1362.34768282659,342.682549521434,2697.33801993001
28345,0.046,1381.28462219478,344.075039598057,2673.14478907374
28340,0.048,1363.38101847629,336.604877173781,2676.60029010939
28335,0.0445,1377.51761494309,345.439093530391,2670.53197482407
28330,0.0475,1372.97861723911,344.731558196359,2681.30817971468
28325,0.0473,1370.49108808081,337.121317131329,2678.96785116542
28320,0.0448,1383.17954242258,340.975116026444,2667.17549283964
28315,0.0492,1351.39505368472,337.514766956656,2670.15299289061
28310,0.0447,1354.42458019124,342.156566074122,2668.25221036998
28305,0.0445,1369.37153246768,342.152908078967,2681.79146411698
28300,0.0411,1345.25804502613,349.879106301571,2667.44337107626
28295,0.0462,1343.231732893,341.07824222028,2664.42415097755
28290,0.0495,1361.50754658156,335.143051659783,2674.59763747554
28285,0.0464,1352.87017256204,335.941440652877,2650.03426063419
28280,0.0469,1359.57678841581,334.617057013521,2671.36929467668
28275,0.0443,1364.9883205564,340.754641777886,2654.88353035917
28270,0.0426,1352.29402696212,343.916482430167,2656.89303950478
28265,0.0441,1351.5409590709,340.921116525754,2645.67611970716
28260,0.0472,1342.35982150508,333.354462321894,2670.12296750738
28255,0.0425,1348.47879992004,340.813115444809,2662.20286737032
28250,0.0451,1370.96000358554,341.637128372772,2659.66993232611
28245,0.0434,1359.40767449278,345.629009084922,2670.61595041414
28240,0.0443,1345.59472178712,340.31087148895,2673.53753114388
28235,0.0471,1373.19723982326,342.711472261527,2670.57631903439
28230,0.0461,1358.96912438718,340.344354130047,2661.00620872026
28225,0.0425,1372.41297527555,345.091850892731,2666.20448810689
28220,0.0458,1356.24768483177,336.970954849674,2670.92761791543
28215,0.0506,1355.70718987059,334.451863346386,2655.92657158003
28210,0.0475,1364.1525390905,339.141167204658,2653.12136595595
28205,0.0443,1339.81657954946,347.68973160579,2667.14819722598
28200,0.0462,1354.17242423896,338.087337862679,2653.26598643544
28195,0.0426,1361.07400882993,348.286448293808,2656.28903305978
28190,0.0514,1337.21689656455,332.236079115726,2652.70272730742
28185,0.0455,1349.38467095966,337.243980022086,2663.80393275257
28180,0.0469,1346.91038821713,333.081125305491,2656.56911853428
28175,0.0449,1359.29776167644,341.932393045157,2640.60596799073
28170,0.0463,1348.08626876561,344.187448468642,2663.01340216603
28165,0.0449,1361.87676919525,341.374740396241,2657.75825848867
28160,0.0473,1352.93341623789,337.065461551804,2662.56171715944
28155,0.0509,1339.53025895523,327.082584795819,2647.7429703763
28150,0.0452,1360.08922266226,341.840043623108,2654.32237839875
28145,0.0452,1343.55671784446,344.197691975525,2650.94205849125
28140,0.0503,1374.85965816306,337.985861758192,2647.99627934141
28135,0.0448,1340.29719042989,339.398443199971,2649.40555908479
28130,0.0468,1346.65265926397,337.049437060799,2664.36304309651
28125,0.0478,1347.37355544061,339.394460454152,2642.0590749857
28120,0.047,1349.63773612051,334.7950196003,2648.89247580639
28115,0.0483,1338.81000587533,332.397980618867,2653.72052459674
28110,0.0471,1340.43976750182,338.974048140009,2647.90077816893
28105,0.0436,1375.11054677698,341.532122658028,2669.87298215743
28100,0.0476,1335.66126165164,338.451091536731,2641.97539878621
28095,0.0488,1354.32959046442,338.706965930954,2640.67289746971
28090,0.0444,1352.71494793773,338.175799294147,2662.60700027247
28085,0.0477,1341.20340569781,332.597714425813,2651.08544058785
28080,0.0487,1337.62546427216,332.356391082512,2636.79364288556
28075,0.0464,1330.77037717655,338.522399364424,2650.12843702359
28070,0.0508,1340.39839009502,332.099395904788,2630.90021286139
28065,0.0463,1350.61869254582,337.202644381449,2636.33180654463
28060,0.0452,1351.37457727527,344.591938602565,2629.95083325311
28055,0.0483,1336.94125051203,336.236424006897,2649.10328653182
28050,0.0426,1351.94079880878,344.715651595109,2644.05434972067
28045,0.0499,1355.99932471623,329.811366184404,2642.98905145025
28040,0.0462,1356.23707167847,338.862994194699,2637.13810440855
28035,0.0463,1354.49743867277,338.117091779783,2644.32662148936
28030,0.0468,1343.86008236097,336.715858924596,2634.11860295648
28025,0.0481,1342.17639434526,342.230518875098,2652.06233941523
28020,0.0458,1362.70143327756,341.500880907577,2648.56043368739
28015,0.0486,1351.8879650482,334.813092525817,2646.48167621016
28010,0.045,1338.83017497362,336.527976153689,2627.16188928632
28005,0.0451,1326.9119293267,340.500238015255,2629.00594177399
28000,0.0465,1348.61279933801,336.722191809576,2631.70283345745
27995,0.047,1350.26288404704,339.837983048898,2628.72068546086
27990,0.0457,1341.64021355878,339.513419199871,2633.06905640495
27985,0.0457,1360.14497431436,337.433787070494,2643.71891663115
27980,0.0459,1344.38938772937,338.525941484003,2641.39051044926
27975,0.0476,1362.76640893839,336.990239521242,2639.44432139349
27970,0.049,1339.8789899032,330.904750538698,2628.64670048784
27965,0.0477,1341.70580547713,333.768354110264,2639.26700783616
27960,0.0479,1339.49486679252,336.216959394174,2627.56239122972
27955,0.0436,1350.11764304929,341.019035639767,2627.94264207754
27950,0.0467,1353.70731853903,335.601021873799,2643.04976281156
27945,0.0467,1349.53744898832,335.991038267994,2623.73786150516
27940,0.0503,1338.6599481282,332.228484557303,2630.41508662814
27935,0.0472,1348.2429132346,334.62499190216,2625.22308133866
27930,0.0478,1335.8570741263,335.620318150182,2637.3592610121
27925,0.047,1339.61843565047,335.171232503374,2627.30048901673
27920,0.0448,1343.4836637444,335.037602563897,2629.54368115949
27915,0.0497,1355.93388614181,332.542828745059,2626.66906146965
27910,0.0494,1336.61885343429,326.568618045225,2634.17829509658
27905,0.0446,1352.3144084499,344.147878017078,2643.6605869129
27900,0.0438,1341.08420546965,339.246593229815,2631.88919171065
27895,0.0457,1318.53776473496,333.45378342376,2640.93857537685
27890,0.0491,1323.05152177004,333.176289207599,2638.99806835339
27885,0.0432,1356.32693020459,343.756500386556,2624.61050080315
27880,0.0446,1339.33666551594,340.047488962743,2620.08082284834
27875,0.0456,1330.35154521835,340.456967693901,2607.40398938451
27870,0.0475,1331.26834015721,330.515285865201,2632.52841866177
27865,0.046,1336.17577491538,339.227134767081,2623.94231966236
27860,0.0446,1336.58219720817,340.997769629617,2620.83248703837
27855,0.0461,1340.00854161044,333.496566077186,2621.55058569516
27850,0.0469,1348.39863838696,342.271722942916,2644.45454836375
27845,0.0448,1326.66448345998,337.420690020338,2610.59545645092
27840,0.0465,1318.67891847033,335.16759542804,2617.36794173231
27835,0.0498,1350.31341635398,327.959681695172,2630.30969923647
27830,0.0431,1338.2915394272,342.498571387647,2609.02551235182
27825,0.047,1336.7276159755,335.866889270793,2622.02986644072
27820,0.0488,1336.55356886073,334.69113910167,2615.4705049688
27815,0.048,1334.75386514043,329.005562603262,2615.7287144815
27810,0.0484,1359.53725021057,333.892399827411,2622.87702930281
27805,0.0499,1338.77016290211,327.073895342733,2628.86190420045
27800,0.0455,1342.51226048998,332.761749473491,2626.20384917057
27795,0.0448,1348.10158670927,336.317228391433,2601.246410117
27790,0.0463,1346.70182598545,342.053915078721,2615.92515968299
27785,0.0447,1343.93767379044,339.136308199828,2608.09904394416
27780,0.048,1364.95721342001,334.42784127288,2603.45147268283
27775,0.0478,1349.29718013123,336.651308256185,2601.37305472626
27770,0.0457,1336.20947804999,337.336353035319,2607.61385918024
27765,0.0473,1354.81194034282,336.812720806982,2619.02932798629
27760,0.0461,1332.46479807653,340.250648554493,2623.85712823913
27755,0.0428,1335.59108127803,335.839058959202,2626.97059785532
