"yplot.n","n.mn","n.lo","n.up"
2037,1377.93175269532,752.024474159393,1595.18635614901
2038,1379.00903549656,740.280760878287,1613.86813849037
2039,1381.81021854129,745.411809404877,1630.4396405372
2040,1382.98328720012,741.813261402662,1644.13109950342
2041,1380.66128588255,747.799810134239,1641.63797129245
2042,1375.85276591032,743.621770414714,1655.3415569327
2043,1368.4303617854,738.744311639277,1662.16512338389
2044,1360.93850611261,721.443458797893,1657.4411248585
2045,1352.56243478798,724.180131475811,1672.21062143575
2046,1349.56559481443,715.661929627535,1674.9482960201
2047,1343.53618915803,694.725665487207,1682.31704642568
2048,1345.83287165041,700.226227633152,1699.27305074766
2049,1342.70853813468,476.020113979954,1697.91238553194
2050,1341.4726845129,474.230412185589,1702.03951573902
2051,1339.27306440104,481.219343726758,1720.06269667668
2052,1337.02713451724,463.951957034867,1725.09234787277
2053,1334.04572786347,459.005993789008,1722.53153971102
2054,1334.77092900625,459.307796304774,1732.86260592314
2055,1327.30465220366,458.827051984195,1740.50451998931
2056,1326.15640592247,461.005974123454,1735.61345554598
2057,1323.54279846449,454.925720546694,1742.15826613248
2058,1321.38399837844,453.302263201181,1749.22220204647
2059,1317.10505605201,448.735224413218,1758.70737431771
2060,1316.75384740232,449.168961570191,1758.45616056375
2061,1311.26031990295,450.289425687765,1760.65926835141
2062,1307.25616715307,447.189645482412,1762.05396886196
2063,1306.34832447252,445.822702117336,1775.11174131136
2064,1301.98820023244,447.855469676998,1779.03340175842
2065,1295.3172096563,445.725369335134,1786.00104593168
2066,1288.24137050827,441.200205041208,1801.03158030276
2067,1285.31302107772,441.091437098458,1797.76120912075
2068,1282.81783513119,440.62802546546,1805.53726141547
2069,1279.06567651695,440.668471601769,1807.20680732813
2070,1274.66885649958,441.157986216465,1820.44849876862
2071,1268.50535997595,438.299755451901,1811.61855276037
2072,1265.91090469196,437.201532447359,1818.97574020706
2073,1263.17578614588,440.089191986871,1822.69831556348
2074,1259.93539976345,435.621155558151,1827.82314248959
2075,1257.5227003927,425.893235688891,1840.5158697963
2076,1255.54301077399,424.465981461846,1844.88796394927
2077,1251.53457219953,390.799692074784,1846.24801545183
2078,1246.43061285923,365.518892363809,1839.31768102345
2079,1244.87471239236,328.094479057558,1840.23971959565
2080,1240.0960885814,326.075103242617,1836.77296599076
2081,1236.72107634402,327.544448482022,1835.4427787191
2082,1233.48404610403,295.115072635965,1837.77025313174
2083,1228.0872042976,284.280689096927,1852.13597119814
2084,1225.07363535242,287.184546393695,1856.58618473408
2085,1218.14694622223,288.700848557957,1855.58583154929
2086,1216.11973281294,294.200899556039,1864.13253340614
2087,1216.16611424172,297.039113169178,1867.50634320099
2088,1213.66799641707,296.182278231973,1879.50797044339
2089,1211.50881430958,295.48011655586,1871.40669381803
2090,1210.11049552522,281.787220078359,1881.57247745778
2091,1207.17591849416,276.533848495688,1884.05614764991
2092,1204.38629789044,277.68410255657,1878.64360568707
2093,1202.1008880056,275.457884657077,1884.01304152921
2094,1202.2167251118,273.664263245382,1895.9672526433
2095,1200.94238763226,275.09070529784,1886.08711431688
2096,1198.94342039533,271.898923322825,1894.68909215094
2097,1194.41454278885,267.49458340165,1891.78179147577
2098,1191.36073615776,266.439737892824,1892.19892142071
2099,1185.28417898764,261.904604374212,1902.81972748534
