"yplot.r","r.mn","r.lo","r.up"
2037,0.00172285658648606,-0.0303209269868109,0.0332034846610082
2038,0.000836551416628309,-0.0314863815900656,0.0313976149004687
2039,-0.00133077694514091,-0.0311172102345707,0.030493750351673
2040,-0.00392457060452141,-0.035976766495321,0.0286857900459324
2041,-0.00466144376979193,-0.0371481099875743,0.0276201442156764
2042,-0.00687312540344393,-0.0428483929044759,0.025271320866556
2043,-0.00526125676212123,-0.0398447051268979,0.0244036944921937
2044,-0.00873268018222121,-0.0481189537385478,0.0253759948402919
2045,-0.00604423593913875,-0.0441154108267644,0.025744916122724
2046,-0.00824706845798927,-0.0448667573783199,0.0278115587530558
2047,-0.00668611472128711,-0.040678289113457,0.0272238035695094
2048,-0.00688434129789452,-0.0456976627077473,0.0272174440613852
2049,-0.00600302342869375,-0.0461025745127273,0.0285806810841271
2050,-0.00551226019697853,-0.0474622017788537,0.0265451409544555
2051,-0.00549520811906576,-0.0476693213948652,0.0276989136283883
2052,-0.00697833886996927,-0.0559598151729784,0.0277749170514091
2053,-0.011097572303866,-0.0706441844031322,0.0253033026987504
2054,-0.00555796238497292,-0.0531403631494927,0.0256527193577762
2055,-0.0114957210065794,-0.0676355253383437,0.0266165154748263
2056,-0.00549341330682215,-0.0531858265124087,0.0273936759120283
2057,-0.00909680989112646,-0.0623557718559941,0.02743701363113
2058,-0.00922293423110503,-0.079332328259639,0.0261404070092835
2059,-0.0119666368763489,-0.0923761860023505,0.0267128410994937
2060,-0.0123145737366355,-0.115352343077447,0.0273427496347446
2061,-0.0106964230558809,-0.0793736918033547,0.0259780469913778
2062,-0.0140312351405795,-0.158965318933246,0.0262232401914353
2063,-0.0180019667096423,-0.18667474736765,0.0259555872224924
2064,-0.0197553992424403,-0.315112374205269,0.0265772904229884
2065,-0.0175110487031289,-0.24615272738594,0.0255442418273255
2066,-0.0255158278059146,-0.5440884366174,0.0254562129658571
2067,-0.0228066520205909,-0.410128987871181,0.0249254623963582
2068,-0.0262276483111085,-0.338702779549647,0.0264810454476626
2069,-0.0302503394089343,-0.546256033386522,0.0267175473274534
2070,-0.0232545655806774,-0.370710556663544,0.0258276907026372
2071,-0.0290507834083514,-0.53093641984529,0.0276533042660996
2072,-0.0238334314185361,-0.368397142033666,0.0255514336743089
2073,-0.0277434440966651,-0.467674063151824,0.0247415490604215
2074,-0.035124040154281,-0.552043220182969,0.0241866153423109
2075,-0.0265270004031911,-0.474021511423964,0.025078697777071
2076,-0.0360165908454539,-0.567707953259479,0.0263948481582207
2077,-0.029070439849179,-0.450577798306453,0.0251068976850586
2078,-0.0312371828625598,-0.530053234243442,0.0250770335020942
2079,-0.0256931042156063,-0.384134620263215,0.0250147105353152
2080,-0.0268249463540918,-0.411212622755284,0.0263680461057544
2081,-0.0350407986618565,-0.542687245368488,0.0238389346705009
2082,-0.0318012411923707,-0.472619232775503,0.0233598095214952
2083,-0.035777372097634,-0.469954124678425,0.0265527486734069
2084,-0.0347200327807677,-0.455762629319376,0.0262040795485349
2085,-0.039970164105134,-0.531869734870543,0.0239844800990416
2086,-0.0405368501284598,-0.564573407708552,0.025350492824389
2087,-0.0437705373046344,-0.572535011197442,0.0240538660081777
2088,-0.0408664996855046,-0.525193492369923,0.0253091621830189
2089,-0.0521907250720911,-0.598001928003968,0.0238963763608989
2090,-0.058394383116315,-0.624730107190038,0.0291341005154413
2091,-0.0543220190152134,-0.598489686712512,0.0243035603807081
2092,-0.060417126083109,-0.663511837770719,0.0236165177007065
2093,-0.0581061616559142,-0.585418948726761,0.0225873184490643
2094,-0.0541257248800845,-0.588601095718889,0.0233244841145022
2095,-0.0607593637400821,-0.612600760425246,0.0250467379382664
2096,-0.0642730757674337,-0.613486611153748,0.0238157393354173
2097,-0.0628904395804723,-0.604379772519451,0.0244185655969626
2098,-0.0694861702836538,-0.642454801198587,0.0221897983563516
