"yplot.n","n.mn","n.lo","n.up"
2037,1388.53045441138,694.058613436148,1616.67996338738
2038,1394.62066810865,690.431017420492,1640.77073230037
2039,1399.56405396213,680.603567796011,1660.90900191638
2040,1401.43046749021,669.520661722632,1677.92617026782
2041,1400.76656385809,657.634766193221,1687.64054265233
2042,1397.86025059786,646.327595038012,1698.29587754622
2043,1393.32257402848,630.285707750212,1703.82621181013
2044,1390.85178081286,611.934285513812,1716.00139272558
2045,1385.036968473,590.268676498292,1728.22953559414
2046,1382.15806101394,565.628092282367,1733.70943360195
2047,1378.17407886142,532.24877942755,1745.4284119314
2048,1375.37043907419,517.764422813386,1760.18107967619
2049,1372.35174332575,518.530787824243,1767.75296806358
2050,1370.14223070018,496.935347158655,1774.23408742215
2051,1368.00960052337,486.705909499143,1788.53231345487
2052,1367.04416694106,445.159910862439,1818.96981787265
2053,1365.5979465708,353.455070186923,1830.99256274659
2054,1358.64811847737,332.772737671393,1835.56460021722
2055,1358.35083488518,326.52809782245,1850.44808863917
2056,1351.6065677417,302.45975121582,1862.58276145335
2057,1350.48035820623,299.134742122158,1876.85690960609
2058,1347.65860640458,266.2092749197,1884.84132909126
2059,1344.83591533493,260.574468579303,1891.17191214622
2060,1340.71212570038,254.313269105402,1900.514606409
2061,1336.26124887415,229.801399878519,1921.67465743267
2062,1334.66846286213,213.62227151657,1932.16455791411
2063,1332.28004766588,196.386404290425,1932.56149433447
2064,1328.40324500754,174.822824480494,1952.98207837482
2065,1322.60579860007,162.421490061899,1968.25686782422
2066,1317.67407701775,149.39163224208,1967.65153402151
2067,1305.59682917214,127.716569928646,1967.41183551712
2068,1300.90215897992,94.5730379771947,1980.40740693174
2069,1298.22621191546,79.9527894198012,2003.01791516655
2070,1292.56334381035,63.6815620382585,2013.77770122615
2071,1289.49116374993,45.7435348541765,2018.75466084494
2072,1282.97065970466,30.8426222782246,2027.60448993149
2073,1279.69075761737,16.9506807239056,2041.02534839439
2074,1274.08338748521,12.9410986319428,2045.5827107891
2075,1265.14856804944,5.45891931859085,2067.87240323262
2076,1264.16702433372,2.98847838906721,2070.73416473228
2077,1260.05755998341,1.67981082914067,2078.06596776745
2078,1257.49105903538,1.01633959242874,2082.12339717321
2079,1251.26312296722,0.610167387701819,2077.94975622548
2080,1249.41197233522,0.422696949061553,2100.92259670485
2081,1246.41817963331,0.279613671074879,2103.84273524491
2082,1238.61727717804,0.185635405833847,2113.72651964631
2083,1231.17303034462,0.103049352782329,2130.08847370838
2084,1226.33752436763,0.0441949574945003,2147.56309822582
2085,1224.5875887621,0.00674461277702027,2154.37753549252
2086,1220.82594471273,0.000746769858987496,2152.09973184182
2087,1213.75685821252,0,2167.23071331289
2088,1207.00816330042,0,2167.27457124832
2089,1201.60920080166,0,2178.78500829678
2090,1193.72918234823,0,2177.7894359121
2091,1188.47287059184,0,2184.47688595357
2092,1180.50798020093,0,2196.53581569614
2093,1172.60134394133,0,2206.45204217013
2094,1164.52937059138,0,2206.6863687641
2095,1156.33893089693,0,2223.0368279798
2096,1150.61392025047,0,2239.23092706656
2097,1142.20859831049,0,2240.97007667002
2098,1134.59479406528,0,2246.20552392473
2099,1126.4117949818,0,2244.39417690517
