"yplot.n","n.mn","n.lo","n.up"
2037,1636.3823380149,909.96244968204,1874.19483574978
2038,1663.29746879426,920.63662591812,1918.35113983843
2039,1687.3555597854,931.282701311558,1961.97443906412
2040,1705.57890727431,947.592576956709,2000.32190006652
2041,1725.80541952685,958.491339960988,2037.61939826817
2042,1744.35354021269,964.513136199847,2071.00994642704
2043,1753.4685478045,975.636741038726,2090.3782539468
2044,1768.44296174837,980.703460634511,2118.42246643949
2045,1784.11305459867,985.132828573003,2141.17763250956
2046,1799.95545663317,989.032548125765,2176.78956495506
2047,1817.52740478371,997.60960395294,2211.10477803757
2048,1834.48682063512,998.104612946782,2243.52150559866
2049,1855.00767758108,1016.44134226457,2271.05372106714
2050,1872.75946089968,1006.22609726416,2293.5259124178
2051,1892.5382794161,1018.21874717434,2319.56222268047
2052,1909.564063078,746.219990550722,2359.3382279577
2053,1924.37087816905,746.576449906159,2382.54764465888
2054,1936.09002628326,739.66778723168,2413.50527349781
2055,1951.05083656554,747.268493906332,2435.03800305911
2056,1957.25226399088,753.013898732217,2467.47489724829
2057,1972.24113239453,747.769650311725,2503.44049329802
2058,1987.04327984384,747.591078238124,2515.58538445225
2059,2003.33833706747,750.524318322865,2555.82225252748
2060,2012.84915060917,767.37042126296,2584.71119149861
2061,2024.2598549345,770.911902452256,2607.7948519541
2062,2034.26465358911,775.142481374223,2633.70155741096
2063,2043.12186751769,785.92379268085,2646.86642188776
2064,2058.17697178083,787.629512300652,2683.69872739978
2065,2074.81419997097,801.003631428425,2717.35142263031
2066,2088.26218094133,807.566426349541,2752.54882820333
2067,2101.94711229127,812.914648931066,2771.96881793866
2068,2118.42727292803,820.429785537381,2792.34802139821
2069,2134.58748058674,826.98791002317,2815.20117333557
2070,2145.22098761032,840.274886308263,2823.01306144692
2071,2155.29729841234,841.081857205294,2848.13974146675
2072,2169.28606312877,862.546522837362,2870.50806007216
2073,2179.52278628453,869.459282429638,2898.95917720819
2074,2183.06972402001,856.901543217166,2918.77720011229
2075,2193.56979515245,864.802524235669,2937.06585239934
2076,2200.50388992417,867.341317355048,2954.0433875451
2077,2212.71877087709,890.137976432281,2979.07540894784
2078,2222.81882489994,883.716462043039,3010.22757942561
2079,2234.65422259162,908.429035312343,3025.27130507986
2080,2243.026109954,923.172589194857,3038.72997848813
2081,2247.6975712195,913.6251051737,3048.25112558534
2082,2254.09026009051,880.195860442335,3051.6246784008
2083,2267.04050947342,902.626998847174,3073.62748091955
2084,2268.42076518613,907.430674121106,3082.03141804873
2085,2274.8753790536,876.309444511773,3112.52610822951
2086,2284.91317711514,835.901042024548,3119.65362525611
2087,2292.70836811643,855.198033184152,3129.60962573306
2088,2302.95409451134,795.245955297575,3164.9878807298
2089,2318.09890673713,799.544807239727,3188.97546555215
2090,2326.03262302226,802.305813704784,3183.29124036846
2091,2336.12034847839,801.6992163646,3195.79616706941
2092,2340.02986458014,813.395081628359,3212.11754882889
2093,2351.15879235552,815.653673816806,3218.21721692557
2094,2360.24159609517,812.952063384771,3222.26493835916
2095,2366.31869053083,821.388190484697,3233.56634972217
2096,2373.92735418416,818.228835640374,3239.68558022038
2097,2375.91298232872,807.04257706465,3258.33594883138
2098,2382.63065232622,793.645760949928,3278.31251793684
2099,2388.65592269027,778.18077940268,3294.93628067584
