"yplot.r","r.mn","r.lo","r.up"
2037,-0.0216532693983862,-0.0920377856759293,0.0181127831485142
2038,-0.0201956172629171,-0.0850930262858948,0.0152437805989137
2039,-0.0261460002600469,-0.0979535532062491,0.0152130064683613
2040,-0.0323017032424894,-0.135505581126609,0.00988365078380339
2041,-0.0365754892025791,-0.156342392785252,0.00651192888109032
2042,-0.0423997077165898,-0.256389737058048,0.00559978145815641
2043,-0.0450029367250024,-0.253604582666248,0.00437325935978291
2044,-0.0473616857651863,-0.284542705939095,0.00490526709674062
2045,-0.0482019185655202,-0.288707801736095,0.00701644149056369
2046,-0.0512200423157015,-0.354373765092778,0.00573660673341086
2047,-0.0588839844963371,-0.425687935089164,0.00698195044274304
2048,-0.0629118384025577,-0.438028900134586,0.00879904727942092
2049,-0.0777251606772922,-0.614467308515861,0.00677210884385024
2050,-0.0895021634919421,-0.657385741268064,0.00545078917152542
2051,-0.105951123818507,-0.833259194071897,0.00362400999646274
2052,-0.122548555069897,-0.98774632479188,0.00317535073924603
2053,-0.125523177067678,-0.919014790491209,0.00157626290150938
2054,-0.143834917307111,-1.03354841154298,-0.000932408198196405
2055,-0.148608662333267,-1.07084973913008,0.000617368929762796
2056,-0.156612394523927,-0.989666396774704,-0.000833732123319819
2057,-0.152565123166446,-0.92268614439028,-0.00158889997002749
2058,-0.162905839488658,-1.00232680266382,-0.00101666240864368
2059,-0.158568258865938,-0.858382426186291,-0.00369758884567347
2060,-0.160931216340093,-0.921497596468212,-0.00288584438357267
2061,-0.145773579929997,-0.783886728537529,-0.0041949002590447
2062,-0.148468278111084,-0.767306249890892,-0.00630574083528734
2063,-0.145806681832843,-0.692528270855094,-0.00609989416013344
2064,-0.157173044875647,-0.78922366603731,-0.00926350429573778
2065,-0.164776300664084,-0.818677991840874,-0.00855854538247432
2066,-0.175298036869103,-0.842333450906603,-0.0114690257464879
2067,-0.160336957775542,-0.779348579401265,-0.0124094391579493
2068,-0.161684724790605,-0.760478551416799,-0.0124310405078486
2069,-0.165972786789593,-0.716710241639598,-0.0138247917913843
2070,-0.161783470103041,-0.716852734011994,-0.0143504397739452
2071,-0.180082681038523,-0.794049132412902,-0.0169386784141225
2072,-0.182990479263272,-0.80505083745158,-0.02098710442599
2073,-0.194796268655115,-0.805043867372631,-0.0204789886305195
2074,-0.215252368927563,-0.848136930738099,-0.0244728008855231
2075,-0.222553521813257,-0.9819335688096,-0.0224956698924467
2076,-0.240585747174591,-1.01882038974868,-0.0270213315614852
2077,-0.271695552967598,-1.15422631768722,-0.0273427100321238
2078,-0.306557793404306,-1.15014456839333,-0.0358036791755553
2079,-0.332960982302781,-1.30433301323186,-0.0360331008114877
2080,-0.376103935852988,-1.43681138375336,-0.0411893211423733
2081,-0.401057058586842,-1.49825482092812,-0.0411029808707329
2082,-0.435331713576011,-1.44889679024613,-0.0417155815277873
2083,-0.460148459172828,-1.40402153326381,-0.0527806740428821
2084,-0.498209848690282,-1.552651747941,-0.0534126167565104
2085,-0.498997574941,-1.41141018270515,-0.0590312617591908
2086,-0.53273380596015,-1.53096026466448,-0.0692852425831269
2087,-0.5723606533507,-1.60017039383363,-0.0717822643885768
2088,-0.561267574935497,-1.42553525074527,-0.0690696675423992
2089,-0.609915641835858,-1.71890257634068,-0.0810907479701503
2090,-0.645377519123483,-1.65463822578913,-0.0852354081959794
2091,-0.64344392562559,-1.69737916598616,-0.0877838758470041
2092,-0.643913971145204,-1.72597906660286,-0.0991512725581507
2093,-0.623336509551317,-1.5000613959948,-0.108423037482595
2094,-0.671875750556448,-2.02278227546558,-0.117893413141786
2095,-0.681714817114607,-1.90099612422328,-0.13872314948652
2096,-0.677870936860059,-2.73800485509143,-0.151729700272133
2097,-0.63957835091826,-1.38369591065252,-0.155931241458898
2098,-0.671826247898949,-1.68849116782832,-0.162245603890283
