"yplot.r","r.mn","r.lo","r.up"
2037,0.0130949347576793,-0.0151627664001575,0.0428519350937308
2038,0.013082186077112,-0.0111268091739053,0.0429607124588424
2039,0.0107964903652806,-0.0135713447929138,0.0411610319709695
2040,0.00733355003499396,-0.0182544960880992,0.0388900341729292
2041,0.00805329703715973,-0.0179388830754983,0.0361803156215372
2042,0.00465062469991844,-0.0190600027951258,0.0361630377030853
2043,0.00776704398848323,-0.0171257422048391,0.0363287505187602
2044,0.00472740703784056,-0.0217583340415473,0.0375641447225106
2045,0.00762198574657956,-0.017569220845044,0.0378221325985407
2046,0.00532502069753677,-0.0210586518722333,0.0372255449528308
2047,0.00507759279334443,-0.0219128122817469,0.0372562211582801
2048,0.00660872202762339,-0.0194143267643773,0.0375373856378649
2049,0.00755694096300083,-0.0160032252103909,0.0388162676785778
2050,0.0092595222201754,-0.0159925544637196,0.0392904050652059
2051,0.00792436031796807,-0.0170172040453833,0.0366971051945797
2052,0.00754606499473973,-0.0190937137563904,0.0372618772704994
2053,0.00885904306271989,-0.0147501304070271,0.0377668325512872
2054,0.00507880946015234,-0.0213357190370162,0.0379103615748385
2055,0.00636306570562436,-0.0205339315688775,0.0385231109983398
2056,0.00983882451387831,-0.0167715170275139,0.0377983495296084
2057,0.00224437770736291,-0.0215477264090736,0.037016009858778
2058,0.00789275559205908,-0.0193243028256535,0.0374408571363921
2059,0.00765088114523657,-0.0190531708675234,0.0376274915433339
2060,0.00483327683833876,-0.0210685892570022,0.0377338693104652
2061,0.00890794001436801,-0.0157829836728418,0.0364409338646783
2062,0.00328714351342186,-0.0209617681334168,0.0356305195608894
2063,0.00447834362907924,-0.0204073066384141,0.0372028057240125
2064,0.00762975461481531,-0.0199324084179944,0.0366782026695122
2065,0.00486895689962984,-0.0244863132533052,0.0358256999030341
2066,0.00710766709275697,-0.0200469940530749,0.0360112547304787
2067,0.00243132633672674,-0.0224941437474968,0.034721123233878
2068,0.00424877705794904,-0.0257537275014973,0.0363317760266585
2069,0.0055303766539293,-0.0194207069680368,0.0369622349514119
2070,0.00352356436314019,-0.0218766111760168,0.0363147023207078
2071,0.00587480533038932,-0.0215559901925445,0.0370112977164549
2072,0.00539628782139437,-0.0219882148698688,0.0367813606799988
2073,0.00514293810013066,-0.0203361303942903,0.0354350388663556
2074,0.00476653581796227,-0.0257815898223651,0.0353550952327255
2075,0.00658394761062239,-0.0218859070967515,0.0350821279587661
2076,0.00598046065782881,-0.0198700950984077,0.0364360471371863
2077,0.0067888180961051,-0.022027093921877,0.0365337100489341
2078,0.00355297539964123,-0.022233420670543,0.034785538554419
2079,0.0054984144303101,-0.0208644689077026,0.0354332100720666
2080,0.00307070468964777,-0.0248285358630731,0.0345903834027484
2081,0.00618416992853808,-0.0213903533556537,0.0347091280444578
2082,0.00331656012206697,-0.0231355896704212,0.0361171050389054
2083,0.00398422280095664,-0.0260709073649477,0.0356457775084105
2084,0.000486649205896219,-0.0255507094227909,0.0358350573197283
2085,0.00383850126798305,-0.0269264926824837,0.0332296916725796
2086,0.00540594870265788,-0.0218503244274962,0.0372584392818201
2087,0.00459643350655706,-0.0232491532035097,0.0344317920478429
2088,0.00259646792590821,-0.0249828470628897,0.0333849866805243
2089,0.0016724464845382,-0.0255045320855566,0.0359596669987428
2090,0.00099690305869976,-0.0256687104469915,0.0347831888192333
2091,0.00264367233497724,-0.0239150780124667,0.0344140714868569
2092,0.00228649211573655,-0.0228840450898891,0.0346998338036138
2093,0.00407869212827468,-0.0208656561308582,0.0351153911603764
2094,0.0013851853787956,-0.0284774218788369,0.0340173992930431
2095,0.00380641749383445,-0.0242618756453263,0.0367664741526333
2096,0.00350911599499194,-0.0237185841283506,0.0344099392502641
2097,0.00459432378000858,-0.0220132658397446,0.0331875185875261
2098,-0.00102578650327765,-0.0278944938283573,0.0346329302792818
