"yplot.r","r.mn","r.lo","r.up"
2037,-0.0407657313989136,-0.0681173690254117,-0.010045417369897
2038,-0.0420614903226086,-0.0707367175792412,-0.00877220988662464
2039,-0.0442228720429236,-0.070813168645894,-0.0108472973576383
2040,-0.0480513202083391,-0.078074877489749,-0.0153888294860959
2041,-0.0446558670971033,-0.0751337205354428,-0.0141126595113204
2042,-0.0476335091913891,-0.076427189359038,-0.0142924122062539
2043,-0.0452912169701157,-0.0768392801386134,-0.0137493878753428
2044,-0.0480358285503984,-0.0746589570766618,-0.0133526487576268
2045,-0.0465479090782165,-0.0765004919577735,-0.0140058573080249
2046,-0.0471156880395696,-0.0732533257915572,-0.0136330300421079
2047,-0.0445110577317151,-0.0714640098372851,-0.0127786203260133
2048,-0.0442537679739395,-0.0727576026484178,-0.0125263407548993
2049,-0.0436121661114746,-0.0721192358477741,-0.013526821692289
2050,-0.0480811960275865,-0.0763516959825036,-0.0128423853523034
2051,-0.0469984886863316,-0.0750560267409379,-0.013443134609858
2052,-0.0482421917382279,-0.072253981347135,-0.0151202893894441
2053,-0.0481091695012585,-0.0759357400048584,-0.0131637715136461
2054,-0.0473265673010025,-0.0716773722244987,-0.0125174009014393
2055,-0.0483116994481715,-0.0747689455561076,-0.0130600097207712
2056,-0.0451941680978551,-0.071961726732822,-0.0122440729267493
2057,-0.0448340729642389,-0.074114534782631,-0.0143105946276617
2058,-0.0434627584300719,-0.0717375185685349,-0.0146662827778328
2059,-0.0467497614017584,-0.074473589722943,-0.0149746949712881
2060,-0.0436605878623022,-0.0720810433325652,-0.0146025941754563
2061,-0.0479920456025166,-0.0747159542856576,-0.01362146872933
2062,-0.0484965164584954,-0.0764221546787461,-0.0122010834899559
2063,-0.0477674054654428,-0.0766409396542213,-0.0112369716252481
2064,-0.0477578359044218,-0.0792828354971313,-0.0119245905451426
2065,-0.0474727603478765,-0.0772292892149262,-0.013295772157705
2066,-0.0460528758596606,-0.075231809833455,-0.015762646433924
2067,-0.0474971117326617,-0.0778369537479193,-0.014460965353624
2068,-0.0469094761757446,-0.0753651578943649,-0.0132714620944836
2069,-0.0466069095144152,-0.0773563002168869,-0.0129007748269133
2070,-0.045727901667784,-0.0746585525825618,-0.0146858731731027
2071,-0.0460646906897587,-0.072415211019464,-0.0134314699372171
2072,-0.0433406375104111,-0.0747889545612778,-0.0124010826485568
2073,-0.0442963277076463,-0.0722378318184387,-0.0140216801610548
2074,-0.0472672637110771,-0.0744380036453964,-0.0132386436639941
2075,-0.0470696074160464,-0.073154233016277,-0.0149635456862101
2076,-0.047340898277037,-0.0753069378226488,-0.0128567560080722
2077,-0.0444440469848456,-0.0734981182859317,-0.012063078999821
2078,-0.0446814908555677,-0.0722572072451406,-0.0129872833010418
2079,-0.043950303531639,-0.0722054805279057,-0.0119436269367961
2080,-0.0474365261214207,-0.0720639525256028,-0.0145171203993913
2081,-0.0445229991581609,-0.0716201325787626,-0.0148244228271491
2082,-0.0455150346553827,-0.0758902683344283,-0.0149064886352547
2083,-0.0429215696434367,-0.0720831770546286,-0.0120986765838628
2084,-0.0449315291820725,-0.0749521815367115,-0.0147761137420693
2085,-0.0465784997170304,-0.0752280351014453,-0.0143067126482928
2086,-0.0493474196726216,-0.0776029974523508,-0.0123575579963691
2087,-0.0490698038358157,-0.0742866712496405,-0.0140924151117558
2088,-0.0475698974138164,-0.0728286605322915,-0.01372685097956
2089,-0.0419775379645232,-0.0707475081058282,-0.0147066573600498
2090,-0.0472258291194402,-0.0751109247885525,-0.0146338077801864
2091,-0.048859095455407,-0.0770334384853937,-0.0142096447590904
2092,-0.0473103157408735,-0.0765024072865358,-0.0149318677824751
2093,-0.0444205135446334,-0.070362038053838,-0.0131057846672469
2094,-0.0464749285575705,-0.0712857720783703,-0.0127421527093217
2095,-0.0433919259174859,-0.0718352813026172,-0.0128066827725408
2096,-0.0423773561869687,-0.0746980730225707,-0.0143935942117643
2097,-0.0456837989741346,-0.0753215295509463,-0.0127227872296476
2098,-0.0468542492019555,-0.0784577788131439,-0.0129325014324793
