"yplot.r","r.mn","r.lo","r.up"
2037,0.0151478649501234,-0.0126939466528535,0.0437305308201744
2038,0.0125820971555469,-0.010363133358041,0.0444569927980258
2039,0.00916585277538563,-0.0173401200053328,0.0403167999248695
2040,0.0107109998091543,-0.0160446584658322,0.0387329737811128
2041,0.00995485267973394,-0.0197691675830225,0.0361781281268087
2042,0.0035172823559711,-0.0190031609031727,0.0365144933065521
2043,0.00778518926513293,-0.017771171072354,0.0365241185566526
2044,0.00758183798072627,-0.0202203496211324,0.0374117102497922
2045,0.00776360490088978,-0.0181346781111678,0.0364461566890886
2046,0.00929202411517603,-0.0153011655611591,0.0370850389494298
2047,0.00764262583395394,-0.020400612554704,0.0392591784112567
2048,0.0108590619388328,-0.0144632991268456,0.0369367898432576
2049,0.00866603269366334,-0.0154638549053428,0.0393140851268972
2050,0.0101438379764649,-0.0139339820019787,0.0399355952428049
2051,0.0073711183565957,-0.0171745221758694,0.0375563483058658
2052,0.00660750150969685,-0.018361193072614,0.0357099708000018
2053,0.00469811089209749,-0.0222094453958879,0.0372704367228505
2054,0.00644054563111342,-0.0191592093019248,0.0356920188434453
2055,0.00139599778274587,-0.0290647242281859,0.0357297154025878
2056,0.00601430621974516,-0.0161268912654716,0.0355530217748799
2057,0.00617780770421818,-0.0203236543002749,0.0365412529606569
2058,0.0083720155695103,-0.0162564844206526,0.0358373679726041
2059,0.00391823556684326,-0.0220427383850002,0.0382897799584727
2060,0.00322632483771457,-0.019872764605104,0.0368332225940012
2061,0.004376195328328,-0.0202102761325085,0.0371840618727249
2062,0.00298347949594128,-0.0205041797342224,0.035958097369963
2063,0.00627589627578366,-0.0193613598038373,0.0348745393697345
2064,0.00770929973487296,-0.0187506898820001,0.036352997902728
2065,0.00592724958718781,-0.0214271498610504,0.035431840421121
2066,0.00557570308390737,-0.022409615074625,0.035944519174991
2067,0.0071403878271618,-0.01775567264036,0.0351161924949539
2068,0.00771027197100335,-0.0199554184926153,0.0360287593132674
2069,0.004621927306603,-0.0223538878820255,0.0367865674970057
2070,0.00423452753340977,-0.0207832851741402,0.0359049353551144
2071,0.00610832494907058,-0.0203760602424765,0.0356718118682122
2072,0.00412873216348223,-0.0249653932076054,0.0377169900609584
2073,0.000501463054610809,-0.0216987559182814,0.0364272833840148
2074,0.00479699583036858,-0.0229682804771444,0.0367960020949775
2075,0.00163359990434309,-0.0230371673295045,0.0363306313956551
2076,0.00637312587356858,-0.0181601353505037,0.035910755379294
2077,0.00419727145543917,-0.024429125124963,0.0355776229567343
2078,0.00553752345457684,-0.0194613665728541,0.0367978738481727
2079,0.00321506506913707,-0.0209483499507514,0.03534324246523
2080,0.00208427791991527,-0.0255780670262316,0.0358464713857084
2081,0.00193668126600803,-0.0249993753719692,0.0356417736543371
2082,0.0063466789740057,-0.0184867941434046,0.0378843156749471
2083,0.000164570348525864,-0.0256965837240496,0.0359863976946805
2084,0.00196235647655026,-0.0226162220770053,0.034879403609739
2085,0.00438906351889272,-0.0214286018810705,0.0352500614068899
2086,0.00395094272262507,-0.0228401137023222,0.0345244541985792
2087,0.00327061914964199,-0.0217620579600803,0.0367529026799063
2088,0.00729260019715493,-0.0193705134947105,0.0347080624627982
2089,0.00327725022482537,-0.022934272685177,0.0350587294341107
2090,0.00391486491109236,-0.0245147644256611,0.0330340277855248
2091,0.00138514196252083,-0.0263716570726619,0.0352030149378095
2092,0.00580526894263689,-0.0222298923259464,0.0341177604590493
2093,0.00373330804149738,-0.0231075559060855,0.0363913110613941
2094,0.00211899713253765,-0.0228118502151109,0.0363732002536205
2095,0.00278127732387938,-0.0229115457949847,0.0350692345311935
2096,0.00090331919566083,-0.0258705126311474,0.0347951265767346
2097,0.000958945113943327,-0.0242866515093447,0.0348865367769588
2098,0.00202369721923573,-0.0208575157921216,0.0354365768493202
