"yplot.r","r.mn","r.lo","r.up"
2037,-0.00146519162494785,-0.0274898769828936,0.0316675887626475
2038,0.000343652466938167,-0.0245290351794342,0.031039295803021
2039,-0.00101368450188214,-0.0279868474791412,0.0294150636545498
2040,-0.00315126194307604,-0.0320010664084956,0.0273543804373398
2041,-0.0048790149442714,-0.0318417551945418,0.0258985879734742
2042,-0.0078268230593375,-0.0314729133689569,0.0246131335620211
2043,-0.00735902662975929,-0.0344129845716826,0.0241985826970855
2044,-0.00809369963851099,-0.0319903752198966,0.0260355265313317
2045,-0.00390936133331549,-0.0295807938410937,0.0265242130689429
2046,-0.00632266426946077,-0.0323176762875932,0.0263160883068067
2047,0.00105737180255995,-0.0260516601331505,0.029482783655772
2048,-0.00455047648127678,-0.0301272860867036,0.026870930434064
2049,-0.00185174688302787,-0.0274018216086079,0.0269231185778742
2050,-0.00330314853929646,-0.0282585155742336,0.0260967346059629
2051,-0.00384830535537665,-0.0286706908193902,0.0270029713598875
2052,-0.00313906246519345,-0.0300932710270545,0.0253739315119909
2053,-0.000391297256615557,-0.0283374182951807,0.0273402772828342
2054,-0.00705163980152081,-0.036124095288867,0.0262868149178346
2055,-0.00245508014696275,-0.0278324200953596,0.0278270803955822
2056,-0.00448734597734876,-0.031219392253366,0.0277583056399693
2057,-0.00312265496801174,-0.0304361735320659,0.0264271880314796
2058,-0.00574313646311833,-0.0306474942460688,0.0263717285254871
2059,-0.000789179442129724,-0.0291943091595715,0.0265854208453097
2060,-0.00585097271317235,-0.0293414274161398,0.0278343227305271
2061,-0.00622014714065452,-0.0305307346628207,0.0268077961889162
2062,-0.00151380981340611,-0.0284050174844917,0.025343553301408
2063,-0.00484825172364016,-0.0308250652206804,0.0260516000746047
2064,-0.00660669789887256,-0.0322661232276893,0.0287168777122282
2065,-0.00781425274687097,-0.0283091315857261,0.0262077797513571
2066,-0.00386518248149072,-0.032227877140036,0.0272034735313112
2067,-0.00350085739773364,-0.0298962823309742,0.0268602350045273
2068,-0.00443849932629932,-0.0304615191353073,0.0278181151155977
2069,-0.00509511022241299,-0.0313462191349708,0.0256075906701148
2070,-0.00627599006066468,-0.0296082996430567,0.0273716575455711
2071,-0.00401492492456654,-0.030640320212497,0.0262900892440802
2072,-0.00430275675956969,-0.0306776160088528,0.0264529780234923
2073,-0.00346841753220845,-0.0280757470579551,0.0265789678158658
2074,-0.0040537665684485,-0.0290261467558809,0.0265767127906665
2075,-0.00312307543169164,-0.0291681734893131,0.0264878482355014
2076,-0.00570149906242091,-0.0308912237937466,0.025744174834461
2077,-0.00569318801622496,-0.0306358101320725,0.0272350103216474
2078,-0.00156111814795639,-0.0310935596706098,0.0268468972837535
2079,-0.0055331508662294,-0.0307103236201543,0.0260066578490985
2080,-0.00385599432486167,-0.0281282953124687,0.0262283179311174
2081,-0.00286481374679609,-0.0300928702292429,0.0277916663235697
2082,-0.00640422728294306,-0.0305335771595198,0.0266891521730414
2083,-0.00354835160542375,-0.0282647890119984,0.0261251874577152
2084,-0.00665703382148821,-0.0351207760073134,0.0260744161213618
2085,-0.00174531452072504,-0.0301741125925459,0.0266262634232145
2086,-0.00139593857847153,-0.0272126500964577,0.0268691019512009
2087,-0.00192741119389039,-0.0283186744372581,0.0262064434646369
2088,-0.00232877493824416,-0.0294877815605277,0.027342139300627
2089,-0.00273543304251261,-0.0292242089014245,0.0272075248013671
2090,-0.00417260046317654,-0.0313981528104907,0.0270192451962382
2091,-0.0046020434341511,-0.0343268567717778,0.0274455643345513
2092,-0.00262102777722712,-0.029436025998779,0.027496795258586
2093,3.08691372735673e-05,-0.0255069125684553,0.0281106217719287
2094,-0.00139730327928285,-0.0291262287051477,0.0257257379894303
2095,-0.00372439176130378,-0.0302332402535121,0.0264200860861143
2096,-0.0064423644015227,-0.031363400260647,0.0251724230598065
2097,-0.00388633159966562,-0.0305322849431858,0.0263194572392229
2098,-0.00733488281465968,-0.0340741282415702,0.0268059688887341
