"yplot.n","n.mn","n.lo","n.up"
2037,429.19276692867,221.387678026859,500.395199993276
2038,391.038497428237,201.488409768708,459.322819296871
2039,355.811571162805,182.894030735236,420.492987345993
2040,323.875835248008,166.252588903075,386.041975932004
2041,295.045063201315,151.395176246997,354.18843335199
2042,268.693319877928,137.591106069046,325.1896156229
2043,244.682196171726,124.562383831118,298.316217512033
2044,222.739884764562,113.241032326669,273.708695165967
2045,202.898966736867,102.759203828066,250.822120257988
2046,184.615899983015,93.1055191792744,229.945410283545
2047,168.118852734773,84.2532651794411,210.799388402392
2048,153.054935306561,75.3280899327822,193.52962403628
2049,139.290953138413,64.5902950441105,177.498537048221
2050,126.820981588076,44.244973728386,162.529416413462
2051,115.322762882983,39.478184486897,148.841221691039
2052,105.011116158531,35.554234235822,136.557616613205
2053,95.6372706525233,32.0198407802589,124.928328376776
2054,87.0827033152508,29.1310634927782,114.623871718556
2055,79.3683370422597,26.2139041363303,105.223938219502
2056,72.2584642902947,23.7973439162372,96.1703686365391
2057,65.7720169565402,21.5447903549371,88.2072481305587
2058,59.947431563067,19.5893201192403,80.9495633913892
2059,54.5393953408188,17.7596180795365,74.0510625423387
2060,49.5934179623374,16.0453398921575,67.8256002064598
2061,45.1819929040507,14.6453888560953,62.2073070329714
2062,41.1195940122906,13.2024120636809,56.9864943777895
2063,37.4332368124149,12.0814752431703,52.3145141022842
2064,34.0848818438264,10.9966789580659,47.8385485528633
2065,31.0292610875712,10.0141990198858,43.8603407733634
2066,28.2491781322968,9.07579967262947,40.1087321009426
2067,25.7055727837512,8.24169890788074,36.7125482566666
2068,23.3816818441513,7.46577144923544,33.6684076022394
2069,21.3032612479841,6.77794618000363,30.840701409506
2070,19.4005183408096,6.14966067047518,28.2181111043751
2071,17.6630489787554,5.59764575665861,25.8665023919217
2072,16.0769662213205,5.06032354001006,23.6649661175318
2073,14.6405790247605,4.57040098767388,21.6408836271032
2074,13.3180588229762,4.13458100314188,19.8380915010914
2075,12.1242782517291,3.73357817646725,18.1734538579692
2076,11.0485375796539,3.37852476406286,16.5957435487649
2077,10.0618763358426,3.0534154122529,15.2089493294677
2078,9.1633573496858,2.78729346952613,13.9079293862351
2079,8.34514199195202,2.52027034803346,12.7278992554172
2080,7.60307977919968,2.2797955635031,11.6707238613644
2081,6.92298870147728,2.06834257206984,10.6770825022583
2082,6.30145604868578,1.87448172914629,9.76440625315767
2083,5.73433732573103,1.65050118896519,8.95805410572559
2084,5.21782165434925,1.45921760773769,8.18735773211386
2085,4.74837863154031,1.18043486279548,7.51156889392756
2086,4.31902365773425,1.03940948214287,6.87090281093168
2087,3.92824824904496,0.931979417664267,6.29710934579621
2088,3.57371132923039,0.814999009182223,5.75650128136076
2089,3.25425843908701,0.742169557863513,5.27451812768135
2090,2.96199283213013,0.66494154073882,4.82696447300085
2091,2.6962369783645,0.599709073638493,4.41999552278716
2092,2.4535897960991,0.546913313695633,4.05441334221718
2093,2.23314530196647,0.49369238009006,3.71529189499324
2094,2.03302855496503,0.447556466465283,3.3998764876382
2095,1.85105615909466,0.404419329315385,3.10269421147286
2096,1.68528380841763,0.36422139515202,2.84241715653474
2097,1.53272017443974,0.32884989212639,2.60640634520502
2098,1.39472434258051,0.299412242814881,2.38595880275269
2099,1.269774790328,0.271707991156419,2.18106919119938
