"yplot.r","r.mn","r.lo","r.up"
2037,-0.0418006055146563,-0.0645338370841591,-0.0143918434307937
2038,-0.0422306022360667,-0.0647354862077669,-0.014410755879239
2039,-0.042377880492691,-0.0654699853316513,-0.0140487600229265
2040,-0.0420585005498841,-0.0640300438318529,-0.0148192125189455
2041,-0.0437292268056647,-0.0664616138883632,-0.0142428638678509
2042,-0.0439271462606819,-0.0670659402901486,-0.0137348412203974
2043,-0.0427195520419716,-0.0656747583433023,-0.0137528593632985
2044,-0.0423218897956608,-0.0652682914481138,-0.014363136321328
2045,-0.0431694593078299,-0.0660560536544534,-0.0141716063535704
2046,-0.0435964014495286,-0.0655322810756044,-0.0140866181270003
2047,-0.0430047817564714,-0.0660808795411128,-0.0144543083672519
2048,-0.0428474222904336,-0.0659718056414129,-0.0139633605453565
2049,-0.0437377875286091,-0.0665828055524334,-0.0144112071123134
2050,-0.0424959983654605,-0.0643903113306524,-0.0139024530619719
2051,-0.0429644191519569,-0.0658075532568617,-0.0146151727491734
2052,-0.0408598106086684,-0.063866802595289,-0.0136586226825632
2053,-0.0440398749397621,-0.0672454004439697,-0.0141094967707624
2054,-0.0426134163642914,-0.0654453029991523,-0.0146837634708786
2055,-0.0426638886837402,-0.0654263945266954,-0.0140837123563304
2056,-0.0424073418205446,-0.0655418790394384,-0.0141747823238189
2057,-0.0423958905854201,-0.0659075421447129,-0.0141448687033899
2058,-0.043012781170698,-0.0660046178607219,-0.0142333444300245
2059,-0.042539276548443,-0.0651768382464794,-0.014392774118259
2060,-0.0434567729625172,-0.0663102485582325,-0.0143802751787148
2061,-0.0426676529760685,-0.0655690057950411,-0.0138943645891647
2062,-0.043868569422004,-0.0658705028368647,-0.014308317657278
2063,-0.0428272181485527,-0.0658876970740006,-0.0141411542346794
2064,-0.0425187120985479,-0.065517041794624,-0.0139419924276872
2065,-0.0425711015503616,-0.065333901350956,-0.0143775829865823
2066,-0.0424877324091922,-0.0663189964459689,-0.0141535221373177
2067,-0.0434399223203541,-0.0666025946215595,-0.0140672216241687
2068,-0.0428470678048646,-0.066331541845653,-0.0139831837070625
2069,-0.0419634736748983,-0.0653976678929674,-0.0138863162974752
2070,-0.0426167964799122,-0.0657088907103802,-0.0140121547239158
2071,-0.0421021252258872,-0.0658274636184757,-0.0141320209427006
2072,-0.0442552964542887,-0.0676274826756452,-0.0140925469885372
2073,-0.0418495965232393,-0.0645533785812312,-0.0142760503729408
2074,-0.0425697234661342,-0.065842551082736,-0.0145930431779244
2075,-0.0424255801911686,-0.0647909529484663,-0.0144031649915639
2076,-0.0426995457821976,-0.0649370324968455,-0.0141103039087217
2077,-0.0422785679304659,-0.065474605104219,-0.0145417254461873
2078,-0.0431917981987301,-0.0656292729807094,-0.0143909973212803
2079,-0.0431966995235707,-0.06639656362894,-0.0140509263181808
2080,-0.0433620822228157,-0.0659629193409595,-0.0144190493604748
2081,-0.0431712343715977,-0.0656750634751334,-0.0140551298084442
2082,-0.0436241456149789,-0.0660050911654243,-0.0137628107750718
2083,-0.0413352197777757,-0.0644153663167626,-0.0141115564837537
2084,-0.0427654793158159,-0.0655093547362033,-0.014176346921269
2085,-0.0422231165521093,-0.0647844652945384,-0.0138171763852173
2086,-0.0424983478200944,-0.0659709252943399,-0.0138437863725286
2087,-0.0417272481619029,-0.0646932936944784,-0.0142640717772591
2088,-0.0433703324441644,-0.0668526526131374,-0.0140899700974242
2089,-0.0424732125627142,-0.0661564137650085,-0.0141484952827663
2090,-0.0431255173153713,-0.0655826458190567,-0.0141694828108307
2091,-0.0421594285874488,-0.0648874199103605,-0.0141095493618468
2092,-0.0439348889862102,-0.0672952625300001,-0.0139263625673877
2093,-0.0424778436572665,-0.0657620054265994,-0.0143504414329581
2094,-0.043192125041517,-0.0660758276519873,-0.0144922896244899
2095,-0.0418047550282815,-0.0647136923964441,-0.0143618417192565
2096,-0.0436750426498818,-0.0660933470914781,-0.0140999614222064
2097,-0.0433246295020448,-0.0659101094849075,-0.0145751819852991
2098,-0.0430024548979749,-0.0656547300393466,-0.0145929876135513
