"yplot.n","n.mn","n.lo","n.up"
2037,411.646734711312,211.518913518434,481.827025064358
2038,373.321956189391,191.995702923404,440.56475163549
2039,338.910961513809,173.941404350341,403.258872293269
2040,307.448522464275,158.05633023276,368.254249037877
2041,278.882014080563,143.010458960183,337.312454597606
2042,252.835652753145,129.552171883145,308.333258756607
2043,229.599762106019,117.161996863675,281.775943800254
2044,208.25238372372,105.589314900197,257.739346088348
2045,188.972790452837,94.4326210310358,235.593849962213
2046,171.523582929788,84.900508614019,215.142603425272
2047,155.636578605637,73.4542700251193,196.566320414297
2048,141.325522401164,49.4586511150654,179.869419125435
2049,128.369753039601,43.3606789891322,164.284623045322
2050,116.497812894368,38.7144989719993,149.841025737715
2051,105.812500140008,35.0075708723302,137.120940797631
2052,96.0743091298447,31.46805663232,125.148316572562
2053,87.209016591478,28.3409368388054,114.350183035032
2054,79.1799341508932,25.558824999673,104.656548598409
2055,71.8490935959617,23.1710054114562,95.5111372528806
2056,65.1957671233688,20.8706639671458,87.4004140771828
2057,59.1878115180393,18.977459897561,79.8910972379712
2058,53.6756557812847,17.2214240142183,72.9395403808332
2059,48.6977432143167,15.6164004427021,66.555174421133
2060,44.2397546895295,14.168232349488,60.7243940619672
2061,40.1823785387645,12.8889123331577,55.4690139758355
2062,36.4753047626616,11.6733299751158,50.7503848691373
2063,33.1142018205296,10.6138640525296,46.3843407266995
2064,30.0371251468715,9.62636734026679,42.2408904871
2065,27.2596455055174,8.7075805551982,38.6428917669243
2066,24.7200771288582,7.90360735634388,35.2783694626301
2067,22.4207014793847,7.15022150878059,32.1848649176446
2068,20.3495509529678,6.47998411792639,29.3748807504033
2069,18.4657443030969,5.86004102569442,26.8174751348583
2070,16.76509327109,5.3039386736041,24.5366912697273
2071,15.2193159423059,4.79755321558796,22.4291229515995
2072,13.8138318649066,4.33235043982981,20.4319064107981
2073,12.5411515734739,3.94173038578119,18.6507267285301
2074,11.3683999491582,3.58318767284388,16.9901002535295
2075,10.3088762600417,3.25590230676339,15.5200825812654
2076,9.35744420972159,2.95305034052711,14.1729997833121
2077,8.49251454954032,2.67646593231437,12.9483154039922
2078,7.70943920960858,2.41745280023191,11.8146749892226
2079,6.99700175567173,2.17995219330712,10.796032733849
2080,6.3478924227682,1.95843746598283,9.85794416728078
2081,5.75975133704946,1.74193701121528,9.00695532499294
2082,5.22501194144048,1.53482163345733,8.20612643798642
2083,4.74153723427811,1.38086419680397,7.51350181772872
2084,4.30388029032002,1.12158495886673,6.84921917415742
2085,3.90456001192976,0.957293002366116,6.2603344691219
2086,3.54472069441324,0.864166575000738,5.7134251241704
2087,3.21863364246971,0.757533567089343,5.21174652227593
2088,2.92211870515339,0.686465970456627,4.74782299625477
2089,2.65177661014887,0.61433817789944,4.33120176895113
2090,2.40968565784146,0.550592638712813,3.95910253993521
2091,2.18674219129755,0.494413463552885,3.60970659993868
2092,1.98668410431639,0.450194926038451,3.30211584154784
2093,1.80429043062614,0.406112793701942,3.00849531588129
2094,1.63850699677493,0.368221863928263,2.74890573551273
2095,1.48569964280676,0.332222431791447,2.50133523021271
2096,1.34760470802765,0.300880877614353,2.28399213991577
2097,1.22326761045129,0.271439059455758,2.08171061641031
2098,1.11054241018954,0.24388712382048,1.89993510104749
2099,1.00708462209079,0.221555351601867,1.73453418729024
