"yplot.r","r.mn","r.lo","r.up"
2037,-0.0946492929992054,-0.118903360766205,-0.0646291360069388
2038,-0.0963256580381407,-0.121445090248408,-0.0643589605557435
2039,-0.0955456929547068,-0.120579391779469,-0.0655475205961746
2040,-0.0947081895353423,-0.120108355553313,-0.0650917843559301
2041,-0.0951912980756705,-0.11909654860022,-0.0645247750282249
2042,-0.0952783441815246,-0.119481524971257,-0.0648050868201783
2043,-0.0954866903531966,-0.120037763615626,-0.0645436491218982
2044,-0.0949695729292795,-0.119280023937527,-0.0648363511319616
2045,-0.096275049408063,-0.121821009503927,-0.0650667022042891
2046,-0.0952573184437899,-0.120315862555268,-0.064280515861771
2047,-0.0953206392716723,-0.119460300607004,-0.064595896464751
2048,-0.0961359078827029,-0.119953474190647,-0.0644233188127478
2049,-0.0954508401804271,-0.119636572679284,-0.0644662124408203
2050,-0.0970178983654005,-0.121237005309072,-0.0647903467819266
2051,-0.0949677837704429,-0.119268006056544,-0.0644408891040553
2052,-0.0949678552282619,-0.119399429200368,-0.0648098823573992
2053,-0.0951931584049149,-0.120096548816725,-0.0644535800121635
2054,-0.0945602257867031,-0.118382034912819,-0.0643712208118394
2055,-0.0952973952809256,-0.120659136140511,-0.0648229623864085
2056,-0.0960574407982367,-0.120578409857325,-0.0649696265822171
2057,-0.0939200384415397,-0.119102199851703,-0.0644275583914468
2058,-0.0966317978493361,-0.120429475607704,-0.0646700637669828
2059,-0.0971772553698316,-0.120792448613714,-0.0647511667751059
2060,-0.094679603644517,-0.119377413086033,-0.0647102932566205
2061,-0.0958711573017074,-0.120010365477877,-0.0644930875058979
2062,-0.095588475034837,-0.119965582944126,-0.0646561138172796
2063,-0.0953602071974272,-0.120635741898037,-0.0647982284001632
2064,-0.0955270215099379,-0.119491413501997,-0.0644120650578944
2065,-0.0953880366605554,-0.118611903989937,-0.0654032104995008
2066,-0.0961004400533672,-0.120154712215954,-0.0652812503027343
2067,-0.0968776968992628,-0.120235324143909,-0.0644875235445785
2068,-0.0942808909483511,-0.119377443144866,-0.0644210828078153
2069,-0.0950992160812194,-0.119879397128665,-0.0649978306592934
2070,-0.0954643237664095,-0.119464106901181,-0.0645222126638339
2071,-0.0958830980444516,-0.120746890791022,-0.0646591464552641
2072,-0.0953471202141697,-0.11954148885752,-0.0646314031798422
2073,-0.096678386930781,-0.120740316832272,-0.064492895864677
2074,-0.0959013460400035,-0.119480908095095,-0.0649174554333584
2075,-0.0948837938675047,-0.119639799897266,-0.0641863857528291
2076,-0.0951749002546337,-0.119916139092104,-0.0644381486805063
2077,-0.0948311121594071,-0.119793683727189,-0.0646595149812582
2078,-0.0952243824896144,-0.119806780484505,-0.0642563022996876
2079,-0.0950262781537425,-0.12052704473226,-0.0648589245985084
2080,-0.0955680284778344,-0.119619056118825,-0.0645264092936272
2081,-0.096109015563375,-0.121534583255185,-0.064778533301979
2082,-0.0960074362512833,-0.120891489697925,-0.0650789647911262
2083,-0.09627358033276,-0.120990917759378,-0.064611690100388
2084,-0.0962643626818281,-0.121430175214421,-0.0644243439947682
2085,-0.096502109313402,-0.119963040763025,-0.0647584430954659
2086,-0.096549575978469,-0.120734419136045,-0.0653396794346202
2087,-0.0964009675272386,-0.120598353036529,-0.0652912861494249
2088,-0.095514482202079,-0.119454429453219,-0.0647093311886798
2089,-0.0953567749909165,-0.120506173472069,-0.0644335750576762
2090,-0.0956287874692609,-0.11929796370348,-0.0645340005314845
2091,-0.0955716831454702,-0.12011891324012,-0.0647663959883743
2092,-0.0955713345776859,-0.119647269649282,-0.0646318507629675
2093,-0.0958630916782344,-0.121445581320779,-0.0643366127556587
2094,-0.0952612383407809,-0.120354745696707,-0.0646373339338741
2095,-0.0955021258405912,-0.12043593917791,-0.0647342117779347
2096,-0.0968186956910047,-0.12054466086181,-0.0644289841638779
2097,-0.0960254101141584,-0.119725563807138,-0.0641929645545228
2098,-0.095456218560904,-0.121248098519057,-0.0643223688087391
