"yplot.r","r.mn","r.lo","r.up"
2037,-0.0399554657053577,-0.0625697157931875,-0.011437285523397
2038,-0.0394070208145558,-0.0623851490982984,-0.0116539189754988
2039,-0.0392402942754322,-0.0619760880750665,-0.0114103771356884
2040,-0.039141605010242,-0.0622847060909409,-0.0112462375251013
2041,-0.0404575975244147,-0.0638266651340394,-0.0117610222003723
2042,-0.04006919163677,-0.0623155693204583,-0.011110911803237
2043,-0.0393135577241582,-0.0620211015368933,-0.011458010991058
2044,-0.0397090543452577,-0.0627655419177993,-0.0115292589905176
2045,-0.0408312538365958,-0.0636736640297358,-0.0109447657332571
2046,-0.0407034169272667,-0.0628846101186846,-0.0115058530360044
2047,-0.0408207795779592,-0.064633614957537,-0.0117559746082442
2048,-0.0409542795697492,-0.063253415887847,-0.0118812932402475
2049,-0.0407799167686163,-0.0638902553583721,-0.0118438315401677
2050,-0.0391712550592998,-0.0624907898260861,-0.0115974556325459
2051,-0.0398779438374139,-0.0632296062259213,-0.0111698937879858
2052,-0.0401783662114189,-0.0643657481169148,-0.0115706457421235
2053,-0.0406044288176163,-0.06409412418257,-0.0116647989668055
2054,-0.039956688474403,-0.0625831937936705,-0.0111042588028516
2055,-0.0398656152687663,-0.0637106829373467,-0.0115677220034357
2056,-0.0394517127934238,-0.0619707864230582,-0.0110893582374957
2057,-0.0401173511363193,-0.0638575132501148,-0.0110061517406598
2058,-0.0397049977973735,-0.0626696194176197,-0.0112447944616772
2059,-0.0403519780466873,-0.0634744601356004,-0.0113146302334481
2060,-0.0394296296536249,-0.0619970440965475,-0.0113556374032787
2061,-0.0401573274698103,-0.0631593086188941,-0.0115144890139203
2062,-0.0398945992456405,-0.063453880923875,-0.0113764430376781
2063,-0.0394623110102168,-0.0625692207768874,-0.0108967473315742
2064,-0.0399497095995482,-0.0623927912166511,-0.0115216367715892
2065,-0.039156664241879,-0.0623295450096417,-0.011329201948911
2066,-0.0401183060216207,-0.0628277645793676,-0.0112865058913459
2067,-0.0397478270500958,-0.0632747603470296,-0.0113714425293816
2068,-0.0396203665048107,-0.0626390356362414,-0.0112433798607696
2069,-0.0396542695126106,-0.0620490156566655,-0.0113047029494095
2070,-0.0408118154915845,-0.0635740081569091,-0.0110833672955526
2071,-0.0397400019246513,-0.062829807383782,-0.0118436452862506
2072,-0.0401933627433093,-0.0627323160270433,-0.0113380261136869
2073,-0.0398540246719075,-0.0626306322225782,-0.0113863767321671
2074,-0.0399874348879898,-0.0628650628457362,-0.0111336644657226
2075,-0.0403965493771935,-0.0632128410444565,-0.0109724060949977
2076,-0.0410742963089627,-0.0636312590510532,-0.0116323788420534
2077,-0.0407310119033622,-0.0638659193557963,-0.0109975778051478
2078,-0.0401766893238848,-0.0625021935770076,-0.0116024558479869
2079,-0.0398378863633277,-0.0621827467087376,-0.0115743417926923
2080,-0.040486097337439,-0.0637363709012235,-0.0114700129038766
2081,-0.0397003802964117,-0.0626225387629741,-0.0115324811113699
2082,-0.040082009387378,-0.0624372219899253,-0.0111494293486474
2083,-0.0403002182040124,-0.062193750376729,-0.011815847413428
2084,-0.0404366289437922,-0.0632571893991984,-0.0115730596929039
2085,-0.0390476356373075,-0.0619638609505491,-0.011293089426962
2086,-0.0409895510328133,-0.0638536034216627,-0.0113864732804297
2087,-0.0409647168692816,-0.0633179351917172,-0.0112505652716868
2088,-0.0388811905057208,-0.0622060902220039,-0.0117667432803139
2089,-0.0405068975811995,-0.0627945341585615,-0.0116113026021587
2090,-0.039569260359464,-0.0629211599921609,-0.0116118773946224
2091,-0.0402367542674206,-0.0625407333072441,-0.0114665459416678
2092,-0.0389369676670854,-0.0617859999303799,-0.0120949289330928
2093,-0.0399590611665134,-0.0629415075681674,-0.0116782631679025
2094,-0.0409458013308974,-0.0631401708761371,-0.0116577311942782
2095,-0.0396487722665897,-0.0624718204663857,-0.0113067981245153
2096,-0.0390696547490405,-0.0624510452537796,-0.0116459595560522
2097,-0.0398196785460063,-0.0627122423098626,-0.0110855162932342
2098,-0.0397783662799453,-0.0630890055871862,-0.0114120065275067
